X,Y,ConsentNo,ConsentType,ConsentSource,ConsentStatus,,FeatureType,,ActivityText,EstAllocation,EstMethod,MaxRate,MaxVolume,consecDays,NZTMX,NZTMY
1367153.437,5101473.859,CRC991808,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,630720,,20,,,1367153,5101473
1592061.636,5154760.005,CRC030699,Water Permit (s14),Renewal,Issued - Active,,Water Take/Use,,Take Surface Water,148146,,15.7,,,1592061,5154760
1449759.094,5068586.632,CRC144170,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,553845,,60,,,1449759,5068586
1407268.294,5051161.612,CRC980915,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,101018,,25,10800,17,1407268,5051161
1544951.499,5150417.206,CRC012171.1,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,580988,,70.3,,,1544951,5150417
1605316.727,5231618.901,CRC140753,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,0,,45,,,1605316,5231618
1605367.874,5234525.927,CRC981817.4,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,144875,,15,9072,7,1605367,5234525
1409657.617,5069765.378,CRC981956.1,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,31536,,1,,,1409657,5069765
1491043.015,5119515.34,CRC031604,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,77657,,33,,,1491043,5119515
1605316.727,5231618.901,CRC140753,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,,,5,,,1605316,5231618
1591991.78,5152900.871,CRC981782.1,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,56436,,4,,,1591991,5152900
1407268.294,5051161.612,CRC980915,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,,,25,,,1407268,5051161
1397269.169,5047454.507,CRC180497,Water Permit (s14),Notice of Review,Issued - Active,,Water Take/Use,,Take Surface Water,175542,,24.9,,,1397269,5047454
1485059.427,5111909.169,CRC192896,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,716570,,97,138100,21,1485059,5111909
1577667.59,5222872.155,CRC175465,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,6500,,4,,,1577667,5222872
1412160.165,5065666.264,CRC173180,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,577500,,162,,,1412160,5065666
1462157.843,5090110.4,CRC040517.1,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,295727,,30,,,1462157,5090110
1365324.791,5066675.723,CRC161485,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,4110000,,378,,,1365324,5066675
1485822.969,5152281.646,CRC169502,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,37985760,,2931,,,1485822,5152281
1484868.525,5111712.15,CRC192896,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,716570,,97,138100,21,1484868,5111712
1445905.544,5079985.681,CRC173707,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,1302559,,125.3,,,1445905,5079985
1445885.041,5079986.526,CRC173707,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,,,300,,,1445885,5079986
1441047.597,5094281.395,CRC991971.1,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,753512,,45.6,,,1441047,5094281
1342924.81,5098193.775,CRC061735,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,240000,,30,,,1342924,5098193
1507039.893,5164859.382,CRC169504,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,20152800,,1555,,,1507039,5164859
1378453.385,5111640.745,CRC176720,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,27762660,,2948,251472,1,1378453,5111640
1466231.969,5161280.354,CRC169502,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,37985760,,2931,,,1466231,5161280
1422585.997,5128227.182,CRC041010.1,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,3262958,,431.4,,,1422585,5128227
1408839.072,5034289.664,CRC181359,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,1225000,,100,,,1408839,5034289
1574598.105,5208977.327,CRC000762,Water Permit (s14),Renewal,Issued - Active,,Water Take/Use,,Take Surface Water,348186,,56,,,1574598,5208977
1484858.374,5109967.848,CRC154437,Water Permit (s14),Amalgamation,Issued - Active,,Water Take/Use,,Take Surface Water,1256959,,214,,,1484858,5109967
1451474.812,5100255.272,CRC991944,Water Permit (s14),Renewal,Issued - Active,,Water Take/Use,,Take Surface Water,1462500,,120,,,1451474,5100255
1542449.337,5187324.712,CRC012006,Water Permit (s14),Renewal,Issued - Active,,Water Take/Use,,Take Surface Water,11696000,,1169,,,1542449,5187324
1405562.695,5059861.748,CRC072756.1,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,3240000,,434,,,1405562,5059861
1476535.87,5118791.447,CRC970991,Water Permit (s14),Renewal,Issued - Active,,Water Take/Use,,Take Surface Water,140231,,12.6,,,1476535,5118791
1407268.294,5051161.612,CRC980915,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,,,25,,,1407268,5051161
1482233.615,5155383.354,CRC169502,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,37985760,,2931,,,1482233,5155383
1423902.936,5105605.089,CRC171712,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,2467894,,350,,,1423902,5105605
1440938.673,5052642.721,CRC970696.2,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,0,,3,,,1440938,5052642
1559644.584,5166212.91,CRC133086,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,70831,,30,1080,30,1559644,5166212
1490633.615,5145290,CRC169502,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,37985760,,2931,,,1490633,5145290
1409759.608,5066164.99,CRC173180,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,577500,,162,,,1409759,5066164
1402725.097,5040117.013,CRC180564,Water Permit (s14),Notice of Review,Issued - Active,,Water Take/Use,,Take Surface Water,105304,,98,2177,7,1402725,5040117
1430976.905,5126178.307,CRC051460,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,257143,,33.1,20000,7,1430976,5126178
1544661.501,5151216.884,CRC012171.1,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,580988,,70.3,,,1544661,5151216
1500830.043,5122397.288,CRC952190.1,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,456000,,68,5385,1,1500830,5122397
1441047.597,5094281.395,CRC991971.1,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,753512,,45.6,,,1441047,5094281
1597689.371,5147703.741,CRC011998,Water Permit (s14),Renewal,Issued - Active,,Water Take/Use,,Take Surface Water,0,,19.2,,,1597689,5147703
1605316.727,5231618.901,CRC140753,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,608475,,40,24192,7,1605316,5231618
1424144.125,5030121.756,CRC962154.1,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,536112,,17,,,1424144,5030121
1485820.323,5152279,CRC169502,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,37985760,,2931,,,1485820,5152279
1542449.337,5187324.712,CRC012006,Water Permit (s14),Renewal,Issued - Active,,Water Take/Use,,Take Surface Water,11696000,,1169,,,1542449,5187324
1338849.997,5064239.547,CRC185693,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,469285,,60,,,1338849,5064239
1452759.628,5067088.352,CRC181995,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,181085,,30,,,1452759,5067088
1484538.879,5110368.933,CRC154437,Water Permit (s14),Amalgamation,Issued - Active,,Water Take/Use,,Take Surface Water,1256959,,214,,,1484538,5110368
1466531.323,5150479.708,CRC169499,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,0,,1748,,,1466531,5150479
1365989.022,5086398.044,CRC940428C.1,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,691833,,90,,,1365989,5086398
1366039.304,5085797.848,CRC940428C.1,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,691833,,90,,,1366039,5085797
1357645.097,5067436.475,CRC010693.1,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,0,,200,,,1357645,5067436
1407163.509,5058862.559,CRC172289,Water Permit (s14),Part Surrender,Issued - Active,,Water Take/Use,,Take Surface Water,585000,,49.9,3894,1,1407163,5058862
1462600.956,5108398.547,CRC041733,Water Permit (s14),Part Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,29038,,25.3,285.5,1,1462600,5108398
1462157.843,5090110.4,CRC040517.1,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,295727,,30,,,1462157,5090110
1422047.449,5115758.164,CRC181839,Water Permit (s14),New Consent,Issued - Inactive,,Water Take/Use,,Take Surface Water,368547,,36.4,,,1422047,5115758
1567400.619,5189384.608,CRC000754.1,Water Permit (s14),Notice of Review,Issued - Active,,Water Take/Use,,Take Surface Water,332439,,72,,,1567400,5189384
1542449.337,5187324.712,CRC012006,Water Permit (s14),Renewal,Issued - Active,,Water Take/Use,,Take Surface Water,11696000,,1169,,,1542449,5187324
1487431.698,5127392.811,CRC951621,Water Permit (s14),Renewal,Issued - Active,,Water Take/Use,,Take Surface Water,453178,,90,23370,7,1487431,5127392
1493631.644,5122595.372,CRC962602.1,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,1887428,,243,146800,7,1493631,5122595
1448311.786,5109264.678,CRC050150,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,130357,,41,24796.8,7,1448311,5109264
1476535.87,5118791.447,CRC970991,Water Permit (s14),Renewal,Issued - Active,,Water Take/Use,,Take Surface Water,140231,,25.5,,,1476535,5118791
1600422.392,5269247.508,CRC190992,Water Permit (s14),Part Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,187068.5,,15,,,1600422,5269247
1577947.496,5223022.087,CRC175465,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,6500,,4,,,1577947,5223022
1542449.337,5187324.712,CRC012006,Water Permit (s14),Renewal,Issued - Active,,Water Take/Use,,Take Surface Water,4782240,,100,,,1542449,5187324
1466531.323,5150485,CRC169499,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,0,,1748,,,1466531,5150485
1457995.52,5152798.628,CRC134808,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,0,,392,,,1457995,5152798
1406085.129,5039309.275,CRC180517,Water Permit (s14),Notice of Review,Issued - Active,,Water Take/Use,,Take Surface Water,5263500,,1140,,,1406085,5039309
1605316.727,5231618.901,CRC140753,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,0,,45,,,1605316,5231618
1439842.374,5108300.797,CRC990368.1,Water Permit (s14),Notice of Review,Issued - Active,,Water Take/Use,,Take Surface Water,537367,,49.6,,,1439842,5108300
1455263.892,5071924.163,CRC161549,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,,,20,1526,1,1455263,5071924
1574778.075,5210086.916,CRC136899,Water Permit (s14),Part Transfer Site2Site (-),Issued - Active,,Water Take/Use,,Take Surface Water,214756,,33.6,,,1574778,5210086
1419698.557,5090552.327,CRC990686,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,0,,12.6,,,1419698,5090552
1542449.337,5187324.712,CRC012006,Water Permit (s14),Renewal,Issued - Active,,Water Take/Use,,Take Surface Water,4782240,,100,,,1542449,5187324
1403254.977,5026905.526,CRC022209,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,169353,,12,,,1403254,5026905
1462355.617,5109489.349,CRC192660,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,16628.2,,3.4,1184,7,1462355,5109489
1591991.78,5152900.871,CRC981782.1,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,56436,,4,,,1591991,5152900
1485807.093,5112524.272,CRC192896,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,716570,,97,138100,21,1485807,5112524
1367454.454,5057838.398,CRC183073,Water Permit (s14),New Consent,Issued - Inactive,,Water Take/Use,,Take Surface Water,0,,230,,,1367454,5057838
1522815.615,5154683.708,CRC169504,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,20152800,,1555,,,1522815,5154683
1455799.774,5107879.3,CRC192217,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,337500,,24.6,15000,7,1455799,5107879
1605316.727,5231618.901,CRC140753,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,608475,,40,24192,7,1605316,5231618
1439942.107,5109080.826,CRC990368.1,Water Permit (s14),Notice of Review,Issued - Active,,Water Take/Use,,Take Surface Water,537367,,49.6,,,1439942,5109080
1424842.895,5105875.444,CRC171712,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,2467894,,350,,,1424842,5105875
1446211.516,5078348.87,CRC173707,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,1302559,,125.3,,,1446211,5078348
1598788.764,5148803.273,CRC011999,Water Permit (s14),Renewal,Issued - Active,,Water Take/Use,,Take Surface Water,0,,13.2,,,1598788,5148803
1480226.887,5159485.937,CRC950885,Water Permit (s14),Renewal,Issued - Active,,Water Take/Use,,Take Surface Water,1618500,,500,117787,31,1480226,5159485
1445885.041,5079986.526,CRC173707,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,1302559,,125.3,,,1445885,5079986
1448144.103,5102683.908,CRC110293,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,1950000,,500,245700,14,1448144,5102683
1500830.043,5122397.288,CRC952190.1,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,456000,,68,5385,1,1500830,5122397
1542449.337,5187324.712,CRC012006,Water Permit (s14),Renewal,Issued - Active,,Water Take/Use,,Take Surface Water,4782240,,100,,,1542449,5187324
1423902.936,5105605.089,CRC171712,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,2467894,,350,,,1423902,5105605
1385645.238,5063352.273,CRC161635,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,150000,,12,1037,1,1385645,5063352
1424529.201,5030029.042,CRC180554,Water Permit (s14),Notice of Review,Issued - Active,,Water Take/Use,,Take Surface Water,2213100,,202,17452,1,1424529,5030029
1480426.773,5160085.872,CRC950885,Water Permit (s14),Renewal,Issued - Active,,Water Take/Use,,Take Surface Water,,,1000,,,1480426,5160085
1401465.119,5054858.5,CRC110997,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,679450,,59,5089,1,1401465,5054858
1423876.93,5105617.08,CRC012184,Water Permit (s14),Renewal,Issued - Active,,Water Take/Use,,Take Surface Water,0,,79,,,1423876,5105617
1459340.789,5109887.314,CRC041954.1,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,520000,,45,20857,20,1459340,5109887
1449259.027,5068786.353,CRC144170,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,553845,,60,,,1449259,5068786
1391434.875,5128067.264,CRC971414,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,1261440,,40,,,1391434,5128067
1372073.898,5103405.11,CRC163408,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,1500000,,150.4,,,1372073,5103405
1526013.961,5196781.392,CRC172924,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,42374886,,1240,,,1526013,5196781
1526013.961,5196781.392,CRC172924,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,42374886,,1240,,,1526013,5196781
1424536.203,5030026.047,CRC180522,Water Permit (s14),Notice of Review,Issued - Active,,Water Take/Use,,Take Surface Water,1959200,,120,10368,1,1424536,5030026
1565502.991,5157596.735,CRC192422,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,374883,,30,2484,1,1565502,5157596
1372099.973,5103373.414,CRC163408,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,1500000,,150.4,,,1372099,5103373
1517316.232,5206418.707,CRC092949,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,2232210,,280,,0,1517316,5206418
1378441.108,5111672.378,CRC163408,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,1500000,,150.4,,,1378441,5111672
1453877.367,5072324.725,CRC161549,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,960234,,30,24494,12,1453877,5072324
1439942.107,5109080.826,CRC990368.1,Water Permit (s14),Notice of Review,Issued - Active,,Water Take/Use,,Take Surface Water,537367,,49.6,,,1439942,5109080
1489942.31,5123014.319,CRC183988,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,391215,,35,,,1489942,5123014
1391434.875,5128067.264,CRC971414,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,1261440,,40,,,1391434,5128067
1405061.621,5061561.702,CRC172289,Water Permit (s14),Part Surrender,Issued - Active,,Water Take/Use,,Take Surface Water,585000,,49.9,3894,1,1405061,5061561
1480426.773,5160085.872,CRC950885,Water Permit (s14),Renewal,Issued - Active,,Water Take/Use,,Take Surface Water,1618500,,500,117787,31,1480426,5160085
1405562.695,5059861.748,CRC072756.1,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,3240000,,434,,,1405562,5059861
1582895.882,5153999.721,CRC920831A,Water Permit (s14),Renewal,Issued - Active,,Water Take/Use,,Take Surface Water,0,,2.5,216,1,1582895,5153999
1452781.19,5110275.116,CRC102094,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,1662898,,122.2,,,1452781,5110275
1417423.995,5078370.25,CRC020842.2,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,831238,,70,,,1417423,5078370
1539500.051,5211677.141,CRC020874,Water Permit (s14),Renewal,Issued - Active,,Water Take/Use,,Take Surface Water,373417,,31.6,,,1539500,5211677
1381832.916,5116162.959,CRC991667,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,982536,,80,,,1381832,5116162
1396568.974,5047554.061,CRC180497,Water Permit (s14),Notice of Review,Issued - Active,,Water Take/Use,,Take Surface Water,175542,,24.9,,,1396568,5047554
1599803.559,5268749.759,CRC991540.4,Water Permit (s14),Part Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,261635,,20,,,1599803,5268749
1517109.279,5202219.77,CRC175118,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,0,,24000,,,1517109,5202219
1397669.375,5047254.737,CRC180497,Water Permit (s14),Notice of Review,Issued - Active,,Water Take/Use,,Take Surface Water,175542,,24.9,,,1397669,5047254
1424345.217,5131846.848,CRC171315,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,405350,,29.6,,,1424345,5131846
1574598.105,5208977.327,CRC000762,Water Permit (s14),Renewal,Issued - Active,,Water Take/Use,,Take Surface Water,348186,,56,,,1574598,5208977
1544731.641,5149897.363,CRC012171.1,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,580988,,70.3,,,1544731,5149897
1573198.601,5208277.62,CRC175109,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,403000,,225.9,,,1573198,5208277
1507042.969,5164859,CRC169504,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,20152800,,1555,,,1507042,5164859
1451474.812,5100255.272,CRC080955,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,157500,,120,,,1451474,5100255
1410859.851,5065965.576,CRC173180,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,577500,,162,,,1410859,5065965
1577667.59,5222872.155,CRC175465,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,6500,,4,,,1577667,5222872
1655768.272,5306342.384,CRC991481,Water Permit (s14),Renewal,Issued - Active,,Water Take/Use,,Take Surface Water,544564,,58,,,1655768,5306342
1393217.292,5049102.16,CRC011952,Water Permit (s14),Renewal,Issued - Active,,Water Take/Use,,Take Surface Water,210949,,152,,,1393217,5049102
1600067.496,5163786.145,CRC020143.2,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,13169,,3,,,1600067,5163786
1370474.488,5102492.296,CRC163408,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,1500000,,150.4,,,1370474,5102492
1564652.062,5260562.251,CRC190827,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,307950,,30,,,1564652,5260562
1447779.944,5103079.79,CRC162722,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,1008844,,87.2,,,1447779,5103079
1447363.786,5109396.351,CRC050111,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,651786,,20.7,12500,7,1447363,5109396
1453885.564,5072316.052,CRC161549,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,,,20,1526,1,1453885,5072316
1453943.14,5072661.592,CRC161549,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,,,20,1526,1,1453943,5072661
1452816.456,5038881.549,CRC136961,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,93801,,34,,,1452816,5038881
1412601.437,5032933.31,CRC181359,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,1225000,,100,,,1412601,5032933
1405212.053,5060861.687,CRC951776.6,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,130000,,103,8900,1,1405212,5060861
1476736.558,5116291.899,CRC970991,Water Permit (s14),Renewal,Issued - Active,,Water Take/Use,,Take Surface Water,140231,,25.5,,,1476736,5116291
1522812.969,5154689,CRC169504,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,20152800,,1555,,,1522812,5154689
1419849.123,5121902.589,CRC167293,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,585000,,21.3,12882,7,1419849,5121902
1515827.031,5131149.489,CRC175574,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,1000000,,48,1000000,,1515827,5131149
1484857.903,5109977.664,CRC154437,Water Permit (s14),Amalgamation,Issued - Active,,Water Take/Use,,Take Surface Water,1256959,,214,,,1484857,5109977
1546607.728,5205179.145,CRC990619.1,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,378441,,34,37700,14,1546607,5205179
1549207.069,5189084.393,CRC172663,Water Permit (s14),Part Transfer Site2Site (W),Issued - Active,,Water Take/Use,,Take Surface Water,2284976,,91,,,1549207,5189084
1453877.367,5072324.725,CRC161549,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,,,20,1526,1,1453877,5072324
1360041.587,5076041.262,CRC012389.2,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,474576,,30,,,1360041,5076041
1655768.272,5306342.384,CRC991481,Water Permit (s14),Renewal,Issued - Active,,Water Take/Use,,Take Surface Water,544564,,58,,,1655768,5306342
1365989.022,5086398.044,CRC940428C.1,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,691833,,90,,,1365989,5086398
1573679.423,5208259.614,CRC175109,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,403000,,225.9,,,1573679,5208259
1569150.183,5180378.04,CRC190010,Water Permit (s14),Part Surrender,Issued - Active,,Water Take/Use,,Take Surface Water,7179,,4.9,1224,21,1569150,5180378
1655638.329,5306412.382,CRC991481,Water Permit (s14),Renewal,Issued - Active,,Water Take/Use,,Take Surface Water,544564,,58,,,1655638,5306412
1628827.829,5298221.42,CRC042221.1,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,501258,,50,30000,10,1628827,5298221
1451474.812,5100255.272,CRC080955,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,157500,,120,,,1451474,5100255
1452659.849,5066688.338,CRC181995,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,181085,,30,,,1452659,5066688
1378453.418,5111640.745,CRC176720,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,27762660,,2948,251472,1,1378453,5111640
1442654.992,5095686.021,CRC171708,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,427500,,30,,,1442654,5095686
1452659.849,5066688.338,CRC181995,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,181085,,30,,,1452659,5066688
1475335.829,5119590.987,CRC970991,Water Permit (s14),Renewal,Issued - Active,,Water Take/Use,,Take Surface Water,140231,,12.6,,,1475335,5119590
1544731.547,5150647.096,CRC012171.1,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,580988,,70.3,,,1544731,5150647
1574998.066,5212076.183,CRC141282,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,206858,,15,1296,1,1574998,5212076
1452659.849,5066688.338,CRC181995,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,181085,,30,,,1452659,5066688
1528491.365,5192437.671,CRC184110,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,769600,,109,8341,1,1528491,5192437
1655768.328,5306662.273,CRC991481,Water Permit (s14),Renewal,Issued - Active,,Water Take/Use,,Take Surface Water,544564,,58,,,1655768,5306662
1424842.895,5105875.444,CRC992792.3,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,1012500,,73,,,1424842,5105875
1452859.777,5066788.435,CRC181995,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,181085,,30,,,1452859,5066788
1605316.727,5231618.901,CRC140753,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,,,5,,,1605316,5231618
1519029.666,5157369.619,CRC169504,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,20152800,,1555,,,1519029,5157369
