X,Y,ConsentNo,ConsentType,ConsentSource,ConsentStatus,,FeatureType,,ActivityText,EstAllocation,EstMethod,MaxRate,MaxVolume,consecDays,NZTMX,NZTMY
1372234.33,5103556.337,CRC062842,Water Permit (s14),New Consent,Issued - Inactive,,Water Take/Use,,Take Surface Water,14581330,,1559,,,1372234,5103556
1581501.503,5279851.944,CRC180872,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,3016000,,300,,,1581501,5279851
1584999.428,5273153.879,CRC180872,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,3016000,,300,,,1584999,5273153
1587597.492,5273064.617,CRC180872,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,3016000,,300,,,1587597,5273064
1403153.408,5058080.045,CRC030733,Water Permit (s14),Renewal,Issued - Active,,Water Take/Use,,Take Surface Water,79056,,18.7,,,1403153,5058080
1403113.365,5058140.031,CRC030733,Water Permit (s14),Renewal,Issued - Active,,Water Take/Use,,Take Surface Water,79056,,18.7,,,1403113,5058140
1491905.953,5194102.622,CRC180749,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,,,48,,,1491905,5194102
1491642.162,5193288.113,CRC180749,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,513240,,70,6048,1,1491642,5193288
1491898.091,5194102.969,CRC180749,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,513240,,70,6048,1,1491898,5194102
1491642.162,5193288.113,CRC180749,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,,,48,,,1491642,5193288
1491905.953,5194102.622,CRC180749,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,513240,,70,6048,1,1491905,5194102
1491898.091,5194102.969,CRC180749,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,,,48,,,1491898,5194102
1491744.441,5193212.179,CRC180749,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,513240,,70,6048,1,1491744,5193212
1491744.441,5193212.179,CRC180749,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,,,48,,,1491744,5193212
1625460.323,5269447.677,CRC164213,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,619500,,86,,,1625460,5269447
1626217.033,5268222.654,CRC164213,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,619500,,86,,,1626217,5268222
1543908.594,5205978.897,CRC194594,Water Permit (s14),Full Transfer Site2Site,Application on Hold,,Water Take/Use,,Take Surface Water,212436,,18,1490,1,1543908,5205978
1552920.285,5220116.787,CRC132525,Water Permit (s14),New Consent,Issued - s124 Continuance,,Water Take/Use,,Take Surface Water,1295208,,119.1,,,1552920,5220116
1552920.285,5220116.787,CRC132525,Water Permit (s14),New Consent,Issued - s124 Continuance,,Water Take/Use,,Take Surface Water,1295208,,119.1,,,1552920,5220116
1551356.657,5222503.425,CRC132525,Water Permit (s14),New Consent,Issued - s124 Continuance,,Water Take/Use,,Take Surface Water,1295208,,119.1,,,1551356,5222503
1552766.182,5222113.498,CRC132525,Water Permit (s14),New Consent,Issued - s124 Continuance,,Water Take/Use,,Take Surface Water,1295208,,119.1,,,1552766,5222113
1552767.241,5222118.26,CRC132525,Water Permit (s14),New Consent,Issued - s124 Continuance,,Water Take/Use,,Take Surface Water,1295208,,119.1,,,1552767,5222118
1552766.182,5222113.498,CRC132525,Water Permit (s14),New Consent,Issued - s124 Continuance,,Water Take/Use,,Take Surface Water,1295208,,119.1,,,1552766,5222113
1551356.253,5222495.025,CRC132525,Water Permit (s14),New Consent,Issued - s124 Continuance,,Water Take/Use,,Take Surface Water,1295208,,119.1,,,1551356,5222495
1551356.657,5222503.425,CRC132525,Water Permit (s14),New Consent,Issued - s124 Continuance,,Water Take/Use,,Take Surface Water,1295208,,119.1,,,1551356,5222503
1552767.241,5222118.26,CRC132525,Water Permit (s14),New Consent,Issued - s124 Continuance,,Water Take/Use,,Take Surface Water,1295208,,119.1,,,1552767,5222118
1551356.253,5222495.025,CRC132525,Water Permit (s14),New Consent,Issued - s124 Continuance,,Water Take/Use,,Take Surface Water,1295208,,119.1,,,1551356,5222495
1587898.433,5273453.445,CRC180845,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,4017649,,400,241920,7,1587898,5273453
1517016.301,5202679.653,CRC981333.7,Water Permit (s14),Full Transfer Site2Site,Issued - Active,,Water Take/Use,,Take Surface Water,380928,,40,,,1517016,5202679
1517016.301,5202679.653,CRC101865,Water Permit (s14),Part Transfer Site2Site (-),Issued - Active,,Water Take/Use,,Take Surface Water,468000,,40,,,1517016,5202679
1517016.301,5202679.653,CRC981333.7,Water Permit (s14),Full Transfer Site2Site,Issued - Active,,Water Take/Use,,Take Surface Water,380928,,40,,,1517016,5202679
1517016.301,5202679.653,CRC101865,Water Permit (s14),Part Transfer Site2Site (-),Issued - Active,,Water Take/Use,,Take Surface Water,468000,,40,,,1517016,5202679
1573329.705,5231889.187,CRC181314,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,0,,50,,,1573329,5231889
1637005.641,5309954.104,CRC010368,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,0,,0.4,26.2,1,1637005,5309954
1458351.515,5105106.414,CRC051304.1,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,0,,124,74995,7,1458351,5105106
1458351.515,5105106.414,CRC051304.1,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,0,,124,74995,7,1458351,5105106
1466604.301,5097701.245,CRC992568,Water Permit (s14),Renewal,Issued - Active,,Water Take/Use,,Take Surface Water,165536,,32,12875,7,1466604,5097701
1443367.016,5101573.275,CRC169884,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,101250,,7.6,,,1443367,5101573
1412601.562,5032763.296,CRC180520,Water Permit (s14),Notice of Review,Issued - Active,,Water Take/Use,,Take Surface Water,1387500,,110,,,1412601,5032763
1444050.704,5101498.885,CRC169884,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,101250,,7.6,,,1444050,5101498
1469763.584,5098462.329,CRC012897,Water Permit (s14),Renewal,Issued - Active,,Water Take/Use,,Take Surface Water,106180,,25,15120,14,1469763,5098462
1414682.32,5031964.779,CRC180510,Water Permit (s14),Notice of Review,Issued - Active,,Water Take/Use,,Take Surface Water,490200,,40,3456,1,1414682,5031964
1413952.161,5032104.245,CRC180520,Water Permit (s14),Notice of Review,Issued - Active,,Water Take/Use,,Take Surface Water,1387500,,110,,,1413952,5032104
1448494.302,5078345.286,CRC192261,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,3364796,,900,,,1448494,5078345
1448284.13,5078735.161,CRC192261,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,3364796,,900,,,1448284,5078735
1569223.872,5254061.974,CRC190008,Water Permit (s14),New Consent,Application in Process,,Water Take/Use,,Take Surface Water,761712,,70,,,1569223,5254061
1568331.192,5254208.003,CRC190008,Water Permit (s14),New Consent,Application in Process,,Water Take/Use,,Take Surface Water,761712,,70,,,1568331,5254208
1552699.73,5257399.342,CRC181082,Water Permit (s14),New Consent,Issued - Inactive,,Water Take/Use,,Take Surface Water,0,,8950,,,1552699,5257399
1552699.73,5257399.342,CRC181082,Water Permit (s14),New Consent,Issued - Inactive,,Water Take/Use,,Take Surface Water,0,,73,,,1552699,5257399
1560895.799,5255092.36,CRC120696,Water Permit (s14),New Consent,Issued - Inactive,,Water Take/Use,,Take Surface Water,356144994,,42400,,,1560895,5255092
1552699.73,5257399.342,CRC181082,Water Permit (s14),New Consent,Issued - Inactive,,Water Take/Use,,Take Surface Water,0,,8950,,,1552699,5257399
1560895.799,5255092.36,CRC120696,Water Permit (s14),New Consent,Issued - Inactive,,Water Take/Use,,Take Surface Water,356144994,,42400,,,1560895,5255092
1552708.724,5257362.352,CRC181082,Water Permit (s14),New Consent,Issued - Inactive,,Water Take/Use,,Take Surface Water,0,,16920,,,1552708,5257362
1552699.73,5257399.342,CRC181082,Water Permit (s14),New Consent,Issued - Inactive,,Water Take/Use,,Take Surface Water,0,,73,,,1552699,5257399
1552699.73,5257399.342,CRC181082,Water Permit (s14),New Consent,Issued - Inactive,,Water Take/Use,,Take Surface Water,0,,16920,,,1552699,5257399
1561595.094,5255095.746,CRC120696,Water Permit (s14),New Consent,Issued - Inactive,,Water Take/Use,,Take Surface Water,356144994,,42400,,,1561595,5255095
1552708.724,5257362.352,CRC181082,Water Permit (s14),New Consent,Issued - Inactive,,Water Take/Use,,Take Surface Water,0,,73,,,1552708,5257362
1552708.724,5257362.352,CRC181082,Water Permit (s14),New Consent,Issued - Inactive,,Water Take/Use,,Take Surface Water,0,,8950,,,1552708,5257362
1552699.73,5257399.342,CRC181082,Water Permit (s14),New Consent,Issued - Inactive,,Water Take/Use,,Take Surface Water,0,,16920,,,1552699,5257399
1552699.73,5257399.342,CRC181082,Water Permit (s14),New Consent,Issued - Inactive,,Water Take/Use,,Take Surface Water,0,,8950,,,1552699,5257399
1552699.73,5257399.342,CRC181082,Water Permit (s14),New Consent,Issued - Inactive,,Water Take/Use,,Take Surface Water,0,,16920,,,1552699,5257399
1552699.73,5257399.342,CRC181082,Water Permit (s14),New Consent,Issued - Inactive,,Water Take/Use,,Take Surface Water,0,,73,,,1552699,5257399
1563695.547,5262099.839,CRC185383,Water Permit (s14),New Consent,Issued - Inactive,,Water Take/Use,,Take Surface Water,0,,73,,,1563695,5262099
1564205.337,5261759.903,CRC185383,Water Permit (s14),New Consent,Issued - Inactive,,Water Take/Use,,Take Surface Water,0,,8950,,,1564205,5261759
1564205.337,5261759.903,CRC185383,Water Permit (s14),New Consent,Issued - Inactive,,Water Take/Use,,Take Surface Water,0,,8950,,,1564205,5261759
1563695.547,5262099.839,CRC185383,Water Permit (s14),New Consent,Issued - Inactive,,Water Take/Use,,Take Surface Water,0,,73,,,1563695,5262099
1566199.434,5259559.434,CRC185383,Water Permit (s14),New Consent,Issued - Inactive,,Water Take/Use,,Take Surface Water,0,,6000,,,1566199,5259559
1566199.434,5259559.434,CRC185383,Water Permit (s14),New Consent,Issued - Inactive,,Water Take/Use,,Take Surface Water,0,,8950,,,1566199,5259559
1566199.434,5259559.434,CRC185383,Water Permit (s14),New Consent,Issued - Inactive,,Water Take/Use,,Take Surface Water,0,,73,,,1566199,5259559
1563695.547,5262099.839,CRC185383,Water Permit (s14),New Consent,Issued - Inactive,,Water Take/Use,,Take Surface Water,0,,8950,,,1563695,5262099
1563695.547,5262099.839,CRC185383,Water Permit (s14),New Consent,Issued - Inactive,,Water Take/Use,,Take Surface Water,0,,6000,,,1563695,5262099
1563695.547,5262099.839,CRC185383,Water Permit (s14),New Consent,Issued - Inactive,,Water Take/Use,,Take Surface Water,0,,73,,,1563695,5262099
1563695.547,5262099.839,CRC185383,Water Permit (s14),New Consent,Issued - Inactive,,Water Take/Use,,Take Surface Water,0,,8950,,,1563695,5262099
1566199.434,5259559.434,CRC185383,Water Permit (s14),New Consent,Issued - Inactive,,Water Take/Use,,Take Surface Water,0,,73,,,1566199,5259559
1564205.337,5261759.903,CRC185383,Water Permit (s14),New Consent,Issued - Inactive,,Water Take/Use,,Take Surface Water,0,,6000,,,1564205,5261759
1564205.337,5261759.903,CRC185383,Water Permit (s14),New Consent,Issued - Inactive,,Water Take/Use,,Take Surface Water,0,,8950,,,1564205,5261759
1564205.337,5261759.903,CRC185383,Water Permit (s14),New Consent,Issued - Inactive,,Water Take/Use,,Take Surface Water,0,,73,,,1564205,5261759
1564205.337,5261759.903,CRC185383,Water Permit (s14),New Consent,Issued - Inactive,,Water Take/Use,,Take Surface Water,0,,6000,,,1564205,5261759
1563695.547,5262099.839,CRC185383,Water Permit (s14),New Consent,Issued - Inactive,,Water Take/Use,,Take Surface Water,0,,8950,,,1563695,5262099
1566199.434,5259559.434,CRC185383,Water Permit (s14),New Consent,Issued - Inactive,,Water Take/Use,,Take Surface Water,0,,8950,,,1566199,5259559
1566199.434,5259559.434,CRC185383,Water Permit (s14),New Consent,Issued - Inactive,,Water Take/Use,,Take Surface Water,0,,6000,,,1566199,5259559
1563695.547,5262099.839,CRC185383,Water Permit (s14),New Consent,Issued - Inactive,,Water Take/Use,,Take Surface Water,0,,6000,,,1563695,5262099
1564205.337,5261759.903,CRC185383,Water Permit (s14),New Consent,Issued - Inactive,,Water Take/Use,,Take Surface Water,0,,6000,,,1564205,5261759
1564205.337,5261759.903,CRC185383,Water Permit (s14),New Consent,Issued - Inactive,,Water Take/Use,,Take Surface Water,0,,8950,,,1564205,5261759
1563695.547,5262099.839,CRC185383,Water Permit (s14),New Consent,Issued - Inactive,,Water Take/Use,,Take Surface Water,0,,73,,,1563695,5262099
1566199.434,5259559.434,CRC185383,Water Permit (s14),New Consent,Issued - Inactive,,Water Take/Use,,Take Surface Water,0,,73,,,1566199,5259559
1564205.337,5261759.903,CRC185383,Water Permit (s14),New Consent,Issued - Inactive,,Water Take/Use,,Take Surface Water,0,,73,,,1564205,5261759
1564205.337,5261759.903,CRC185383,Water Permit (s14),New Consent,Issued - Inactive,,Water Take/Use,,Take Surface Water,0,,73,,,1564205,5261759
1564205.337,5261759.903,CRC185383,Water Permit (s14),New Consent,Issued - Inactive,,Water Take/Use,,Take Surface Water,0,,6000,,,1564205,5261759
1566199.434,5259559.434,CRC185383,Water Permit (s14),New Consent,Issued - Inactive,,Water Take/Use,,Take Surface Water,0,,6000,,,1566199,5259559
1566199.434,5259559.434,CRC185383,Water Permit (s14),New Consent,Issued - Inactive,,Water Take/Use,,Take Surface Water,0,,73,,,1566199,5259559
1566199.434,5259559.434,CRC185383,Water Permit (s14),New Consent,Issued - Inactive,,Water Take/Use,,Take Surface Water,0,,8950,,,1566199,5259559
1563695.547,5262099.839,CRC185383,Water Permit (s14),New Consent,Issued - Inactive,,Water Take/Use,,Take Surface Water,0,,6000,,,1563695,5262099
1563695.547,5262099.839,CRC185383,Water Permit (s14),New Consent,Issued - Inactive,,Water Take/Use,,Take Surface Water,0,,6000,,,1563695,5262099
1566199.434,5259559.434,CRC185383,Water Permit (s14),New Consent,Issued - Inactive,,Water Take/Use,,Take Surface Water,0,,8950,,,1566199,5259559
1564205.337,5261759.903,CRC185383,Water Permit (s14),New Consent,Issued - Inactive,,Water Take/Use,,Take Surface Water,0,,73,,,1564205,5261759
1566199.434,5259559.434,CRC185383,Water Permit (s14),New Consent,Issued - Inactive,,Water Take/Use,,Take Surface Water,0,,6000,,,1566199,5259559
1563695.547,5262099.839,CRC185383,Water Permit (s14),New Consent,Issued - Inactive,,Water Take/Use,,Take Surface Water,0,,8950,,,1563695,5262099
1491622.496,5220875.898,CRC870028,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,0,,2,173,1,1491622,5220875
1507037.354,5164860.529,CRC162202,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,0,,40000,,,1507037,5164860
1517019.097,5158191.137,CRC162202,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,0,,40000,,,1517019,5158191
1507039.794,5164859.249,CRC162202,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,0,,40000,,,1507039,5164859
1497222.323,5177485.323,CRC162202,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,0,,40000,,,1497222,5177485
1495722.112,5177684.357,CRC162202,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,0,,40000,,,1495722,5177684
1606533.323,5285956.728,CRC031536.1,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,332144,,38,30096,10,1606533,5285956
1606533.323,5285956.728,CRC031536.1,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,332144,,38,30096,10,1606533,5285956
1514317.437,5184684.044,CRC130909,Water Permit (s14),Change in Conditions,Application in Process,,Water Take/Use,,Take Surface Water,0,,280,24192,1,1514317,5184684
1507718.585,5201679.761,CRC130909,Water Permit (s14),Change in Conditions,Application in Process,,Water Take/Use,,Take Surface Water,0,,930,80352,1,1507718,5201679
1480426.773,5160085.872,CRC950930.3,Water Permit (s14),Change in Conditions,Application in Process,,Water Take/Use,,Take Surface Water,2535180,,1000,582630,30,1480426,5160085
1506718.822,5201179.86,CRC130909,Water Permit (s14),Change in Conditions,Application in Process,,Water Take/Use,,Take Surface Water,0,,1560,134784,1,1506718,5201179
1616065.553,5252687.826,CRC181686,Water Permit (s14),Change in Conditions,Application in Process,,Water Take/Use,,Take Surface Water,1904000,,205.5,,,1616065,5252687
1523814.571,5196381.443,CRC130909,Water Permit (s14),Change in Conditions,Application in Process,,Water Take/Use,,Take Surface Water,0,,1560,134784,1,1523814,5196381
1514317.437,5184684.044,CRC130909,Water Permit (s14),Change in Conditions,Application in Process,,Water Take/Use,,Take Surface Water,0,,930,80352,1,1514317,5184684
1523014.752,5198780.776,CRC130909,Water Permit (s14),Change in Conditions,Application in Process,,Water Take/Use,,Take Surface Water,0,,280,24192,1,1523014,5198780
1523814.571,5196381.443,CRC130909,Water Permit (s14),Change in Conditions,Application in Process,,Water Take/Use,,Take Surface Water,0,,930,80352,1,1523814,5196381
1506718.822,5201179.86,CRC130909,Water Permit (s14),Change in Conditions,Application in Process,,Water Take/Use,,Take Surface Water,0,,280,24192,1,1506718,5201179
1617576.976,5252806.601,CRC181686,Water Permit (s14),Change in Conditions,Application in Process,,Water Take/Use,,Take Surface Water,1904000,,205.5,,,1617576,5252806
1507718.585,5201679.761,CRC130909,Water Permit (s14),Change in Conditions,Application in Process,,Water Take/Use,,Take Surface Water,0,,280,24192,1,1507718,5201679
1506718.822,5201179.86,CRC130909,Water Permit (s14),Change in Conditions,Application in Process,,Water Take/Use,,Take Surface Water,0,,930,80352,1,1506718,5201179
1507718.585,5201679.761,CRC130909,Water Permit (s14),Change in Conditions,Application in Process,,Water Take/Use,,Take Surface Water,0,,280,24192,1,1507718,5201679
1514317.437,5184684.044,CRC130909,Water Permit (s14),Change in Conditions,Application in Process,,Water Take/Use,,Take Surface Water,0,,1560,134784,1,1514317,5184684
1634281.94,5279045.557,CRC180890,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,2000,,0.5,,,1634281,5279045
1507718.585,5201679.761,CRC130909,Water Permit (s14),Change in Conditions,Application in Process,,Water Take/Use,,Take Surface Water,0,,1560,134784,1,1507718,5201679
1523014.752,5198780.776,CRC130909,Water Permit (s14),Change in Conditions,Application in Process,,Water Take/Use,,Take Surface Water,0,,930,80352,1,1523014,5198780
1480426.773,5160085.872,CRC950930.3,Water Permit (s14),Change in Conditions,Application in Process,,Water Take/Use,,Take Surface Water,2535180,,1000,582630,30,1480426,5160085
1506718.822,5201179.86,CRC130909,Water Permit (s14),Change in Conditions,Application in Process,,Water Take/Use,,Take Surface Water,0,,1560,134784,1,1506718,5201179
1506718.822,5201179.86,CRC130909,Water Permit (s14),Change in Conditions,Application in Process,,Water Take/Use,,Take Surface Water,0,,930,80352,1,1506718,5201179
1618753.475,5252470.588,CRC181686,Water Permit (s14),Change in Conditions,Application in Process,,Water Take/Use,,Take Surface Water,1904000,,205.5,,,1618753,5252470
1523014.752,5198780.776,CRC130909,Water Permit (s14),Change in Conditions,Application in Process,,Water Take/Use,,Take Surface Water,0,,1560,134784,1,1523014,5198780
1506718.822,5201179.86,CRC130909,Water Permit (s14),Change in Conditions,Application in Process,,Water Take/Use,,Take Surface Water,0,,280,24192,1,1506718,5201179
1507718.585,5201679.761,CRC130909,Water Permit (s14),Change in Conditions,Application in Process,,Water Take/Use,,Take Surface Water,0,,1560,134784,1,1507718,5201679
1614699.032,5252214.166,CRC181686,Water Permit (s14),Change in Conditions,Application in Process,,Water Take/Use,,Take Surface Water,1904000,,205.5,,,1614699,5252214
1480226.754,5160485.783,CRC950930.3,Water Permit (s14),Change in Conditions,Application in Process,,Water Take/Use,,Take Surface Water,2535180,,1000,582630,30,1480226,5160485
1523814.571,5196381.443,CRC130909,Water Permit (s14),Change in Conditions,Application in Process,,Water Take/Use,,Take Surface Water,0,,280,24192,1,1523814,5196381
1507718.585,5201679.761,CRC130909,Water Permit (s14),Change in Conditions,Application in Process,,Water Take/Use,,Take Surface Water,0,,930,80352,1,1507718,5201679
1617571.997,5252811.84,CRC181686,Water Permit (s14),Change in Conditions,Application in Process,,Water Take/Use,,Take Surface Water,1904000,,205.5,,,1617571,5252811
1621913.001,5250557.944,CRC121473,Water Permit (s14),New Consent,Application in Process,,Water Take/Use,,Take Surface Water,,,50,43200,1,1621913,5250557
1621909.002,5250549.947,CRC121473,Water Permit (s14),New Consent,Application in Process,,Water Take/Use,,Take Surface Water,,,50,43200,1,1621909,5250549
1396133.591,5124868.828,CRC175572,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,640,,3,640,,1396133,5124868
1484319.933,5110739.173,CRC175752,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,0,,350,30240,1,1484319,5110739
1635862.455,5306176.599,CRC173507,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,738720,,100,,,1635862,5306176
1621655.496,5269830.688,CRC194326,Water Permit (s14),Change in Conditions,Application in Process,,Water Take/Use,,Take Surface Water,847500,,80,6912,1,1621655,5269830
1484539.014,5110349.318,CRC175752,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,0,,350,30240,1,1484539,5110349
1430884.655,5028075.806,CRC180558,Water Permit (s14),Notice of Review,Issued - Active,,Water Take/Use,,Take Surface Water,38000000,,3060,264384,1,1430884,5028075
1480299.733,5160549.783,CRC082614,Water Permit (s14),New Consent,Application in Process,,Water Take/Use,,Take Surface Water,0,,500,0,0,1480299,5160549
1426184.891,5029129.273,CRC180498,Water Permit (s14),Notice of Review,Issued - Active,,Water Take/Use,,Take Surface Water,30814871,,6000,518400,1,1426184,5029129
1483575.875,5111375.82,CRC175752,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,0,,350,30240,1,1483575,5111375
1501021.328,5173385.701,CRC150942,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,1895714,,280,24192,1,1501021,5173385
1424529.201,5030029.042,CRC191354,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,2536326,,227,19440,1,1424529,5030029
1378122.559,5056840.567,CRC185065,Water Permit (s14),Part Transfer Site2Site (W),Issued - Active,,Water Take/Use,,Take Surface Water,1328600,,69,41000,7,1378122,5056840
1378119.546,5056860.572,CRC185065,Water Permit (s14),Part Transfer Site2Site (W),Issued - Active,,Water Take/Use,,Take Surface Water,1328600,,69,41000,7,1378119,5056860
1483709.588,5112219.698,CRC175752,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,0,,350,30240,1,1483709,5112219
1378122.58,5056806.557,CRC185065,Water Permit (s14),Part Transfer Site2Site (W),Issued - Active,,Water Take/Use,,Take Surface Water,1328600,,69,41000,7,1378122,5056806
1351371.842,5068403.479,CRC174573,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,3366058,,400,,,1351371,5068403
1377455.538,5061545.592,CRC183872,Water Permit (s14),Part Surrender,Issued - Active,,Water Take/Use,,Take Surface Water,6935,,4.9,19,1,1377455,5061545
1390264.929,5051750.829,CRC171564,Water Permit (s14),Part Surrender,Issued - Active,,Water Take/Use,,Take Surface Water,25550,,5,70,1,1390264,5051750
1367427.242,5091800.6,CRC905338.1,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,0,,560000,,,1367427,5091800
1396068.283,5048453.903,CRC183874,Water Permit (s14),Part Surrender,Issued - Active,,Water Take/Use,,Take Surface Water,32850,,4.9,90,1,1396068,5048453
1367427.242,5091800.6,CRC905338.1,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,0,,560000,,,1367427,5091800
1355532.108,5093346.331,CRC905331.1,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,6289920000,,200000,,,1355532,5093346
1371034.1,5103155.792,CRC905324.1,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,0,,560000,,,1371034,5103155
1355532.108,5093346.331,CRC905331.1,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,6289920000,,200000,,,1355532,5093346
1371034.1,5103155.792,CRC905324.1,Water Permit (s14),Full Transfer,Issued - Active,,Water Take/Use,,Take Surface Water,0,,560000,,,1371034,5103155
1505220.718,5169686.926,CRC042529.3,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,1859200,,192,,,1505220,5169686
1505530.622,5169936.899,CRC042529.3,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,1859200,,192,,,1505530,5169936
1505320.686,5169786.913,CRC990979.4,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,1530112,,113,9763,1,1505320,5169786
1573254.527,5206393.308,CRC175696,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,522000,,110,,,1573254,5206393
1573589.433,5207479.902,CRC175696,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,522000,,110,,,1573589,5207479
1588036.97,5261237.736,CRC103251,Water Permit (s14),New Consent,Issued - s124 Continuance,,Water Take/Use,,Take Surface Water,226000,,25,21600,10,1588036,5261237
1588036.97,5261237.736,CRC103251,Water Permit (s14),New Consent,Issued - s124 Continuance,,Water Take/Use,,Take Surface Water,226000,,25,21600,10,1588036,5261237
1403228.453,5159875.958,CRC093265,Water Permit (s14),New Consent,Issued - Inactive,,Water Take/Use,,Take Surface Water,6937920,,220,19008,1,1403228,5159875
1403228.453,5159875.958,CRC093265,Water Permit (s14),New Consent,Issued - Inactive,,Water Take/Use,,Take Surface Water,6937920,,220,19008,1,1403228,5159875
1403248.449,5159955.973,CRC093265,Water Permit (s14),New Consent,Issued - Inactive,,Water Take/Use,,Take Surface Water,6937920,,220,19008,1,1403248,5159955
1415548.752,5031828.662,CRC181891,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,7814210,,664,275232,5,1415548,5031828
1415572.508,5031795.43,CRC180534,Water Permit (s14),Notice of Review,Issued - Active,,Water Take/Use,,Take Surface Water,4595085,,900,77760,1,1415572,5031795
1415572.508,5031795.43,CRC181891,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,7814210,,664,275232,5,1415572,5031795
1503720,5171286,CRC153238,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,9486720,,732,,,1503720,5171286
1503722.498,5171287.473,CRC153238,Water Permit (s14),Change in Conditions,Issued - Active,,Water Take/Use,,Take Surface Water,9486720,,732,,,1503722,5171287
1569287.947,5204612.033,CRC185356,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,577043,,50,577043,365,1569287,5204612
1569973.686,5204070.218,CRC185356,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,577043,,50,577043,365,1569973,5204070
1364645.937,5071041.693,CRC961829,Water Permit (s14),New Consent,Issued - Active,,Water Take/Use,,Take Surface Water,478286,,500,43200,1,1364645,5071041
