,RecordNo,ActivityType,WaterUse,IrrigationOf,PrimaryIrrigationType,IrrigatedAreaHa,MaxRateLs,VolumeM3,ConsecutiveDayPeriod
0,CRC990179.1,Use Groundwater,Irrigation,Market Garden,Trickle,0.5,3.1,70.0,6.0
0,CRC144906,Use Groundwater,Irrigation,Pasture,Spray,164.0,175.0,59997.0,7.0
1,CRC144906,Use Surface Water,Irrigation,Pasture,Spray,164.0,175.0,59997.0,7.0
0,CRC144906,Use Groundwater,Irrigation,Pasture,Spray,164.0,175.0,59997.0,7.0
1,CRC144906,Use Surface Water,Irrigation,Pasture,Spray,164.0,175.0,59997.0,7.0
0,CRC144906,Use Groundwater,Irrigation,Pasture,Spray,164.0,175.0,59997.0,7.0
1,CRC144906,Use Surface Water,Irrigation,Pasture,Spray,164.0,175.0,59997.0,7.0
0,CRC144906,Use Groundwater,Irrigation,Pasture,Spray,164.0,175.0,59997.0,7.0
1,CRC144906,Use Surface Water,Irrigation,Pasture,Spray,164.0,175.0,59997.0,7.0
0,CRC154203,Use Groundwater,Irrigation,Pasture,Spray,7.0,,,
0,CRC940243.3,Use Groundwater,Irrigation,Pasture,Spray,243.0,174.0,129665.0,9.0
0,CRC940243.3,Use Groundwater,Irrigation,Pasture,Spray,243.0,174.0,129665.0,9.0
0,CRC002024,Use Groundwater,Stockwater,,,,16.0,1008.0,1.0
0,CRC040652,Use Groundwater,Irrigation,Pasture,Spray,20.0,42.0,15120.0,15.0
0,CRC190128,Use Groundwater,Irrigation,Pasture,Spray,302.0,210.0,232848.0,14.0
0,CRC146868,Use Groundwater,Research (incl testing),,,,130.0,9411.0,1.0
0,CRC190123,Use Groundwater,Irrigation,Vineyard ,Trickle,9.0,2.99,129.0,1.0
1,CRC190123,Use Groundwater,Frost Protection,,,,12.5,540.0,1.0
0,CRC190123,Use Groundwater,Irrigation,Vineyard ,Trickle,9.0,2.99,129.0,1.0
1,CRC190123,Use Groundwater,Frost Protection,,,,12.5,540.0,1.0
0,CRC190128,Use Groundwater,Irrigation,Pasture,Spray,302.0,210.0,232848.0,14.0
0,CRC190128,Use Groundwater,Irrigation,Pasture,Spray,302.0,210.0,232848.0,14.0
0,CRC183342,Use Groundwater,Irrigation,Pasture,Spray,124.0,74.0,,
0,CRC042448.2,Use Groundwater,Aquaculture,,,,50.0,,
0,CRC190354,Use Groundwater,Irrigation,Pasture,Spray,20.0,,,
0,CRC175832,Use Groundwater,Heat exchange - HVAC,,,,47.0,360000.0,150.0
0,CRC175832,Use Groundwater,Heat exchange - HVAC,,,,47.0,360000.0,150.0
0,CRC175832,Use Groundwater,Heat exchange - HVAC,,,,47.0,360000.0,150.0
0,CRC175832,Use Groundwater,Heat exchange - HVAC,,,,47.0,360000.0,150.0
0,CRC185591,Use Groundwater,Irrigation,Market Garden,Spray,3.0,4.9,1102.0,7.0
0,CRC000596.2,Use Groundwater,Irrigation,Pasture,Spray,18.0,15.0,3931.0,7.0
0,CRC172458,Use Groundwater,Irrigation,Pasture,Spray,104.0,60.0,,
0,CRC011716,Use Groundwater,Irrigation,Pasture,Spray,175.0,102.0,8812.0,1.0
0,CRC002023,Use Groundwater,Stockwater,,,,10.0,490.0,1.0
0,CRC000534.1,Use Groundwater,Augment Flow/Wetland/Aquifer,,,,23.0,2000.0,1.0
0,CRC122463,Use Groundwater,Waste Water,,,,3.0,245.0,7.0
0,CRC000459.1,Use Groundwater,Irrigation,Pasture,Spray,190.0,69.0,114761.0,25.0
0,CRC000412,Use Groundwater,Irrigation,Pasture,Spray,192.0,97.0,53774.0,7.0
0,CRC011820.3,Use Groundwater,Manufacturing - Other,,,,4.0,463.0,7.0
0,CRC001099,Use Groundwater,Irrigation,Pasture,Spray,18.0,6.0,756.0,6.0
0,CRC000070.3,Use Groundwater,Irrigation,Pasture,Spray,112.0,53.0,4579.0,1.0
0,CRC011820.3,Use Groundwater,Manufacturing - Other,,,,4.0,463.0,7.0
0,CRC000459.1,Use Groundwater,Irrigation,Pasture,Spray,190.0,69.0,114761.0,25.0
0,CRC011716,Use Groundwater,Irrigation,Pasture,Spray,175.0,102.0,8812.0,1.0
0,CRC000646.3,Use Groundwater,Irrigation,Cropping,Spray,135.0,60.0,5184.0,1.0
0,CRC000534.1,Use Groundwater,Augment Flow/Wetland/Aquifer,,,,23.0,2000.0,1.0
0,CRC011788.2,Use Groundwater,Irrigation,Pasture,Spray,13.75,9.0,6480.0,10.0
0,CRC011915,Use Groundwater,Irrigation,Sports Field,Spray,35.0,23.0,3974.0,4.0
0,CRC000596.2,Use Groundwater,Irrigation,Pasture,Spray,18.0,15.0,3931.0,7.0
0,CRC000646.3,Use Groundwater,Irrigation,Cropping,Spray,135.0,60.0,5184.0,1.0
0,CRC172458,Use Groundwater,Irrigation,Pasture,Spray,104.0,60.0,,
0,CRC000412,Use Groundwater,Irrigation,Pasture,Spray,192.0,97.0,53774.0,7.0
0,CRC000070.3,Use Groundwater,Irrigation,Pasture,Spray,112.0,53.0,4579.0,1.0
0,CRC001099,Use Groundwater,Irrigation,Pasture,Spray,18.0,6.0,756.0,6.0
0,CRC011915,Use Groundwater,Irrigation,Sports Field,Spray,35.0,23.0,3974.0,4.0
0,CRC011788.2,Use Groundwater,Irrigation,Pasture,Spray,13.75,9.0,6480.0,10.0
0,CRC190365,Use Groundwater,Irrigation,Pasture,Spray,4.0,,,
0,CRC040315,Use Groundwater,Irrigation,Pasture,Spray - Gun,36.0,25.0,,
0,CRC141308,Use Groundwater,Irrigation,Pasture,Spray - Gun,24.0,15.0,16200.0,15.0
0,CRC010393.1,Use Groundwater,Public Water Supply,,,,9.4,2660.0,7.0
0,CRC010393.1,Use Groundwater,Public Water Supply,,,,9.4,2660.0,7.0
0,CRC010366,Use Groundwater,Irrigation,Pasture,Spray,40.0,22.0,1901.0,1.0
0,CRC001181.2,Use Groundwater,Irrigation,Pasture,Spray,0.0,45.0,39204.0,11.0
0,CRC001345.4,Use Groundwater,Irrigation,Pasture,Spray,138.0,90.0,85536.0,12.0
0,CRC001345.4,Use Groundwater,Irrigation,Pasture,Spray,138.0,90.0,85536.0,12.0
0,CRC001347.2,Use Groundwater,Irrigation,Pasture,Border (Strip/Dyke),34.0,45.0,12960.0,7.0
0,CRC001181.2,Use Groundwater,Irrigation,Pasture,Spray,0.0,45.0,39204.0,11.0
0,CRC001345.4,Use Groundwater,Irrigation,Pasture,Spray,138.0,90.0,85536.0,12.0
0,CRC010366,Use Groundwater,Irrigation,Pasture,Spray,40.0,22.0,1901.0,1.0
0,CRC001347.2,Use Groundwater,Irrigation,Pasture,Border (Strip/Dyke),34.0,45.0,12960.0,7.0
0,CRC155118,Use Groundwater,Irrigation,Pasture,Spray,40.0,10.0,,
0,CRC142152,Use Groundwater,Irrigation,Pasture,Spray,8.0,11.1,1998.0,7.0
1,CRC142152,Use Surface Water,Irrigation,Pasture,Spray,8.0,11.1,1998.0,7.0
0,CRC142152,Use Groundwater,Irrigation,Pasture,Spray,8.0,11.1,1998.0,7.0
1,CRC142152,Use Surface Water,Irrigation,Pasture,Spray,8.0,11.1,1998.0,7.0
0,CRC041992,Use Groundwater,Irrigation,Pasture,Spray,126.0,70.0,,
0,CRC190359,Use Groundwater,Irrigation,Pasture,Spray,22.6,12.0,,
0,CRC142152,Use Groundwater,Irrigation,Pasture,Spray,8.0,11.1,1998.0,7.0
1,CRC142152,Use Surface Water,Irrigation,Pasture,Spray,8.0,11.1,1998.0,7.0
0,CRC142152,Use Groundwater,Irrigation,Pasture,Spray,8.0,11.1,1998.0,7.0
1,CRC142152,Use Surface Water,Irrigation,Pasture,Spray,8.0,11.1,1998.0,7.0
0,CRC133911,Use Groundwater,Heat exchange - non HVAC,,,,32.0,13824.0,5.0
0,CRC133911,Use Groundwater,Heat exchange - non HVAC,,,,32.0,13824.0,5.0
0,CRC133911,Use Groundwater,Heat exchange - non HVAC,,,,32.0,13824.0,5.0
0,CRC133911,Use Groundwater,Heat exchange - non HVAC,,,,32.0,13824.0,5.0
0,CRC140910,Use Groundwater,Heat exchange - HVAC,,,,50.0,4320.0,1.0
0,CRC030112.1,Use Groundwater,Irrigation,Pasture,Spray,100.0,30.3,,
0,CRC169510,Use Groundwater,Public Water Supply,,,,115.0,5300.0,1.0
0,CRC190551,Use Groundwater,Irrigation,Pasture,Spray,10.0,,,
0,CRC011801,Use Groundwater,Heat exchange - non HVAC,,,,7.0,605.0,1.0
0,CRC166592,Use Groundwater,Public Water Supply,,,,23.0,31104.0,30.0
0,CRC180262,Use Groundwater,Irrigation,Pasture,Spray,46.0,21.0,22226.0,14.0
1,CRC180262,Use Surface Water,Irrigation,Pasture,Spray,46.0,21.0,22226.0,14.0
0,CRC063540.1,Use Groundwater,Public Water Supply,,,,55.0,4760.0,1.0
0,CRC172441,Use Groundwater,Irrigation,Pasture,Spray,80.0,60.0,,
0,CRC180262,Use Groundwater,Irrigation,Pasture,Spray,46.0,21.0,22226.0,14.0
1,CRC180262,Use Surface Water,Irrigation,Pasture,Spray,46.0,21.0,22226.0,14.0
0,CRC169510,Use Groundwater,Public Water Supply,,,,115.0,5300.0,1.0
0,CRC172441,Use Groundwater,Irrigation,Pasture,Spray,80.0,60.0,,
0,CRC061323.1,Use Groundwater,Irrigation,Pasture,Spray,215.0,70.0,72756.0,12.0
0,CRC180262,Use Groundwater,Irrigation,Pasture,Spray,46.0,21.0,22226.0,14.0
1,CRC180262,Use Surface Water,Irrigation,Pasture,Spray,46.0,21.0,22226.0,14.0
0,CRC166592,Use Groundwater,Public Water Supply,,,,23.0,31104.0,30.0
0,CRC180262,Use Groundwater,Irrigation,Pasture,Spray,46.0,21.0,22226.0,14.0
1,CRC180262,Use Surface Water,Irrigation,Pasture,Spray,46.0,21.0,22226.0,14.0
0,CRC186214,Use Groundwater,Public Water Supply,,,,62.0,311040.0,150.0
0,CRC186214,Use Groundwater,Public Water Supply,,,,62.0,311040.0,150.0
0,CRC040663,Use Groundwater,Irrigation,Pasture,Spray,170.0,61.0,,
0,CRC173317,Use Groundwater,Irrigation,Pasture,Spray,240.0,108.0,9330.0,1.0
0,CRC073376.1,Use Groundwater,Irrigation,Pasture,Spray,92.0,60.0,,
0,CRC153024,Use Groundwater,Irrigation,Pasture,Spray,55.0,43.0,,
0,CRC167182,Use Groundwater,Domestic Use,,,,330.0,,
0,CRC168374,Use Groundwater,Irrigation,Pasture,Spray,72.0,38.0,24077.0,10.0
0,CRC971904,Use Groundwater,Irrigation,Market Garden,Trickle,3.0,1.1,95.0,1.0
0,CRC145424,Use Groundwater,Irrigation,Pasture,Spray,323.0,193.0,,
0,CRC173023,Use Groundwater,Irrigation,Pasture,Spray,15.0,10.0,3810.0,7.0
0,CRC167182,Use Groundwater,Domestic Use,,,,330.0,,
0,CRC971904,Use Groundwater,Irrigation,Market Garden,Trickle,3.0,1.1,95.0,1.0
0,CRC972708,Use Groundwater,Public Water Supply,,,,4.2,325.0,1.0
0,CRC971904,Use Groundwater,Irrigation,Market Garden,Trickle,3.0,1.1,95.0,1.0
0,CRC173317,Use Groundwater,Irrigation,Pasture,Spray,240.0,108.0,9330.0,1.0
0,CRC168374,Use Groundwater,Irrigation,Pasture,Spray,72.0,38.0,24077.0,10.0
0,CRC173839,Use Groundwater,Irrigation,Pasture,Spray,405.0,100.0,57879.0,7.0
0,CRC146106,Use Groundwater,Irrigation,Pasture,Spray,48.2,34.0,,
0,CRC162416,Use Groundwater,Public Water Supply,,,,4.9,60.0,1.0
0,CRC162416,Use Groundwater,Public Water Supply,,,,4.9,60.0,1.0
0,CRC167182,Use Groundwater,Domestic Use,,,,330.0,,
0,CRC971904,Use Groundwater,Irrigation,Market Garden,Trickle,3.0,1.1,95.0,1.0
0,CRC153997,Use Groundwater,Irrigation,Pasture,Spray,106.0,50.0,,
0,CRC145424,Use Groundwater,Irrigation,Pasture,Spray,323.0,193.0,,
0,CRC181515,Use Groundwater,Irrigation,Cropping,Spray,160.0,45.0,26082.0,7.0
0,CRC083249,Use Groundwater,Irrigation,Pasture,Spray,55.0,25.0,,
0,CRC180746,Use Groundwater,Irrigation,Pasture,Spray,78.0,25.0,2060.0,1.0
0,CRC173613,Use Groundwater,Irrigation,Pasture,Spray,232.0,50.0,555984.0,150.0
0,CRC041296.1,Use Groundwater,Irrigation,Pasture,Spray,8.0,2.0,,
0,CRC140770,Use Groundwater,Dairy Shed (Washdown/Cooling),,,,5.0,97.5,1.0
0,CRC164256,Use Groundwater,Irrigation,Pasture,Spray,8.0,4.0,,
0,CRC083249,Use Groundwater,Irrigation,Pasture,Spray,55.0,25.0,,
0,CRC062919,Use Groundwater,Public Water Supply,,,,62.2,1200.0,1.0
0,CRC080267.2,Use Groundwater,Public Water Supply,,,,100.0,42000.0,7.0
0,CRC040423,Use Groundwater,Irrigation,Pasture,Spray,50.0,60.0,34560.0,10.0
0,CRC083249,Use Groundwater,Irrigation,Pasture,Spray,55.0,25.0,,
0,CRC184179,Use Groundwater,Irrigation,Pasture,Spray,10.0,4.6,,
0,CRC052368.1,Use Groundwater,Irrigation,Pasture,Spray,155.0,30.0,,
0,CRC190686,Use Groundwater,Irrigation,Pasture,Spray,41.0,25.0,19800.0,11.0
0,CRC140934,Use Groundwater,Dairy Shed (Washdown/Cooling),,,,5.0,97.5,1.0
0,CRC083249,Use Groundwater,Irrigation,Pasture,Spray,55.0,25.0,,
0,CRC040423,Use Groundwater,Irrigation,Pasture,Spray,50.0,60.0,34560.0,10.0
0,CRC062919,Use Groundwater,Public Water Supply,,,,62.2,1200.0,1.0
0,CRC160762,Use Groundwater,Irrigation,Pasture,Spray,40.0,25.0,,
0,CRC155037,Use Groundwater,Irrigation,Pasture,Spray,61.0,20.0,,
0,CRC080267.2,Use Groundwater,Public Water Supply,,,,100.0,42000.0,7.0
0,CRC133954,Use Groundwater,Irrigation,Pasture,Spray,137.0,79.0,20047.0,3.0
0,CRC110580.1,Use Groundwater,Irrigation,Pasture,Spray,37.0,15.0,,
0,CRC091818.1,Use Groundwater,Irrigation,Pasture,Spray,37.0,20.0,25920.0,15.0
0,CRC131519,Use Groundwater,Irrigation,Pasture,Spray,115.2,59.0,71366.0,14.0
0,CRC165206,Use Groundwater,Manufacturing - Other,,,,15.0,2807.0,7.0
0,CRC092588,Use Groundwater,Irrigation,Pasture,Spray,141.0,75.0,,
0,CRC090713,Use Groundwater,Irrigation,Pasture,Spray,200.0,100.0,,
0,CRC090713,Use Groundwater,Irrigation,Pasture,Spray,200.0,100.0,,
0,CRC131519,Use Groundwater,Irrigation,Pasture,Spray,115.2,59.0,71366.0,14.0
0,CRC091818.1,Use Groundwater,Irrigation,Pasture,Spray,37.0,20.0,25920.0,15.0
0,CRC180133,Use Groundwater,Irrigation,Pasture,Spray,68.0,45.0,24796.8,7.0
0,CRC133770,Use Groundwater,Irrigation,Pasture,Spray,232.5,125.0,71366.0,7.0
0,CRC183277,Use Groundwater,Irrigation,Pasture,Spray,158.0,91.0,7862.0,1.0
0,CRC134347,Use Groundwater,Irrigation,Pasture,Spray,202.0,135.0,72576.0,7.0
0,CRC133954,Use Groundwater,Irrigation,Pasture,Spray,137.0,79.0,20047.0,3.0
0,CRC190704,Use Groundwater,Irrigation,Pasture,Spray,58.0,,,
0,CRC111634,Use Groundwater,Public Water Supply,,,,35.0,1728.0,1.0
0,CRC085084,Use Groundwater,Irrigation,Pasture,Spray,561.0,120.0,,
0,CRC111634,Use Groundwater,Public Water Supply,,,,35.0,1728.0,1.0
0,CRC092588,Use Groundwater,Irrigation,Pasture,Spray,141.0,75.0,,
0,CRC094229,Use Groundwater,Irrigation,Sports Field,Spray,65.0,40.0,,
0,CRC130516,Use Groundwater,Irrigation,Pasture,Spray,0.0,130.0,112320.0,10.0
0,CRC133770,Use Groundwater,Irrigation,Pasture,Spray,232.5,125.0,71366.0,7.0
0,CRC183277,Use Groundwater,Irrigation,Pasture,Spray,158.0,91.0,7862.0,1.0
0,CRC111089.1,Use Groundwater,Irrigation,Pasture,Spray,80.0,10.0,2772.0,7.0
0,CRC085084,Use Groundwater,Irrigation,Pasture,Spray,561.0,120.0,,
0,CRC085073,Use Groundwater,Irrigation,Pasture,Spray,216.0,24.0,,
0,CRC094229,Use Groundwater,Irrigation,Sports Field,Spray,65.0,40.0,,
0,CRC130516,Use Groundwater,Irrigation,Pasture,Spray,0.0,130.0,112320.0,10.0
0,CRC092588,Use Groundwater,Irrigation,Pasture,Spray,141.0,75.0,,
0,CRC111089.1,Use Groundwater,Irrigation,Pasture,Spray,80.0,10.0,2772.0,7.0
0,CRC092588,Use Groundwater,Irrigation,Pasture,Spray,141.0,75.0,,
0,CRC185900,Use Groundwater,Dairy Shed (Washdown/Cooling),,,,4.0,161.0,1.0
0,CRC085073,Use Groundwater,Irrigation,Pasture,Spray,216.0,24.0,,
0,CRC134347,Use Groundwater,Irrigation,Pasture,Spray,202.0,135.0,72576.0,7.0
0,CRC101897,Use Groundwater,Irrigation,Pasture,Spray,133.0,110.0,1971.0,1.0
0,CRC190698,Use Groundwater,Manufacturing - Other,,,,,,
0,CRC101897,Use Groundwater,Irrigation,Pasture,Spray,133.0,110.0,1971.0,1.0
0,CRC110580.1,Use Groundwater,Irrigation,Pasture,Spray,37.0,15.0,,
0,CRC140816,Use Groundwater,Irrigation,Pasture,Spray,24.1,28.5,10118.0,7.0
0,CRC141933,Use Groundwater,Irrigation,Pasture,Spray - Gun,80.0,71.0,,
0,CRC142605,Use Groundwater,Irrigation,Pasture,Spray,140.0,105.0,,
0,CRC143101,Use Groundwater,Irrigation,Pasture,Spray,172.0,117.0,106142.0,12.0
0,CRC141933,Use Groundwater,Irrigation,Pasture,Spray - Gun,80.0,71.0,,
0,CRC142159,Use Groundwater,Irrigation,Pasture,Spray,120.0,57.0,30000.0,7.0
0,CRC143101,Use Groundwater,Irrigation,Pasture,Spray,172.0,117.0,106142.0,12.0
0,CRC142445,Use Groundwater,Irrigation,Pasture,Spray,260.0,132.0,,
0,CRC141293,Use Groundwater,Irrigation,Pasture,Spray,111.0,73.0,121422.0,21.0
0,CRC143784,Use Groundwater,Irrigation,Pasture,Spray,218.0,125.0,1211760.0,150.0
0,CRC142049,Use Groundwater,Irrigation,Pasture,Spray,110.0,48.0,,
0,CRC141458,Use Groundwater,Irrigation,Pasture,Spray,260.0,130.0,11232.0,1.0
0,CRC141293,Use Groundwater,Irrigation,Pasture,Spray,111.0,73.0,121422.0,21.0
0,CRC143784,Use Groundwater,Irrigation,Pasture,Spray,218.0,125.0,1211760.0,150.0
0,CRC141293,Use Groundwater,Irrigation,Pasture,Spray,111.0,73.0,121422.0,21.0
0,CRC190738,Use Groundwater,Irrigation,Market Garden,Spray,4.0,,,
0,CRC141293,Use Groundwater,Irrigation,Pasture,Spray,111.0,73.0,121422.0,21.0
0,CRC140816,Use Groundwater,Irrigation,Pasture,Spray,24.1,28.5,10118.0,7.0
0,CRC141933,Use Groundwater,Irrigation,Pasture,Spray - Gun,80.0,71.0,,
0,CRC141933,Use Groundwater,Irrigation,Pasture,Spray - Gun,80.0,71.0,,
0,CRC141458,Use Groundwater,Irrigation,Pasture,Spray,260.0,130.0,11232.0,1.0
0,CRC141458,Use Groundwater,Irrigation,Pasture,Spray,260.0,130.0,11232.0,1.0
0,CRC141458,Use Groundwater,Irrigation,Pasture,Spray,260.0,130.0,11232.0,1.0
0,CRC141458,Use Groundwater,Irrigation,Pasture,Spray,260.0,130.0,11232.0,1.0
0,CRC143299,Use Groundwater,Irrigation,Pasture,Spray,195.0,140.0,114048.0,11.0
0,CRC142605,Use Groundwater,Irrigation,Pasture,Spray,140.0,105.0,,
0,CRC140816,Use Groundwater,Irrigation,Pasture,Spray,24.1,28.5,10118.0,7.0
0,CRC141933,Use Groundwater,Irrigation,Pasture,Spray - Gun,80.0,71.0,,
0,CRC141933,Use Groundwater,Irrigation,Pasture,Spray - Gun,80.0,71.0,,
0,CRC141119,Use Groundwater,Irrigation,Pasture,Spray,178.0,117.0,,
0,CRC143299,Use Groundwater,Irrigation,Pasture,Spray,195.0,140.0,114048.0,11.0
0,CRC141119,Use Groundwater,Irrigation,Pasture,Spray,178.0,117.0,,
0,CRC142049,Use Groundwater,Irrigation,Pasture,Spray,110.0,48.0,,
0,CRC140816,Use Groundwater,Irrigation,Pasture,Spray,24.1,28.5,10118.0,7.0
0,CRC142445,Use Groundwater,Irrigation,Pasture,Spray,260.0,132.0,,
0,CRC142159,Use Groundwater,Irrigation,Pasture,Spray,120.0,57.0,30000.0,7.0
0,CRC022125.3,Use Groundwater,Irrigation,Pasture,Spray,202.0,115.0,111407.0,15.0
1,CRC022125.3,Use Surface Water,Irrigation,Pasture,Spray,202.0,25.0,14531.0,15.0
0,CRC022125.3,Use Groundwater,Irrigation,Pasture,Spray,202.0,115.0,111407.0,15.0
1,CRC022125.3,Use Surface Water,Irrigation,Pasture,Spray,202.0,25.0,14531.0,15.0
0,CRC022125.3,Use Groundwater,Irrigation,Pasture,Spray,202.0,115.0,111407.0,15.0
1,CRC022125.3,Use Surface Water,Irrigation,Pasture,Spray,202.0,25.0,14531.0,15.0
0,CRC021551.1,Use Groundwater,Irrigation,Pasture,Border (Strip/Dyke),270.0,79.0,6826.0,1.0
0,CRC171437,Use Groundwater,Irrigation,Pasture,Spray,65.0,30.0,,
0,CRC171437,Use Groundwater,Irrigation,Pasture,Spray,65.0,30.0,,
0,CRC190016,Use Groundwater,Irrigation,Vineyard ,Spray,2.0,4.9,72.0,1.0
0,CRC141818,Use Surface Water,Irrigation,Pasture,Spray,50.0,115.0,31243.0,15.0
0,CRC141818,Use Surface Water,Irrigation,Pasture,Spray,50.0,115.0,31243.0,15.0
0,CRC145222,Use Groundwater,Irrigation,Pasture,Spray,117.0,24.0,20736.0,10.0
0,CRC190012,Use Groundwater,Irrigation,Pasture,Spray,19.0,4.9,423.0,1.0
0,CRC020085.4,Use Groundwater,Irrigation,Pasture,Spray - Gun,100.0,60.0,,
0,CRC167366,Use Groundwater,Irrigation,Pasture,Spray,210.0,,,
1,CRC167366,Use Groundwater,Dairy Shed (Washdown/Cooling),,,,,,
2,CRC167366,Use Groundwater,Domestic Use,,,,,,
0,CRC162428,Use Groundwater,Irrigation,Pasture,Spray,123.0,,,
0,CRC011660.3,Use Groundwater,Irrigation,Pasture,Spray,440.0,45.0,11664.0,3.0
0,CRC042236.2,Use Groundwater,Irrigation,Pasture,Spray,150.0,87.0,22550.0,3.0
0,CRC190518,Use Groundwater,Irrigation,Market Garden,Spray,1.0,,,
0,CRC021551.1,Use Groundwater,Irrigation,Pasture,Border (Strip/Dyke),270.0,79.0,6826.0,1.0
0,CRC022125.3,Use Groundwater,Irrigation,Pasture,Spray,202.0,115.0,111407.0,15.0
1,CRC022125.3,Use Surface Water,Irrigation,Pasture,Spray,202.0,25.0,14531.0,15.0
0,CRC143128,Use Groundwater,Irrigation,Pasture,Spray,141.0,,,
1,CRC143128,Use Groundwater,Dairy Shed (Washdown/Cooling),,,,,,
2,CRC143128,Use Groundwater,Stockwater,,,,,,
0,CRC011660.3,Use Groundwater,Irrigation,Pasture,Spray,440.0,45.0,11664.0,3.0
0,CRC143128,Use Groundwater,Irrigation,Pasture,Spray,141.0,,,
1,CRC143128,Use Groundwater,Dairy Shed (Washdown/Cooling),,,,,,
2,CRC143128,Use Groundwater,Stockwater,,,,,,
0,CRC022125.3,Use Groundwater,Irrigation,Pasture,Spray,202.0,115.0,111407.0,15.0
1,CRC022125.3,Use Surface Water,Irrigation,Pasture,Spray,202.0,25.0,14531.0,15.0
0,CRC145630,Use Groundwater,Irrigation,Pasture,Spray,70.0,26.5,25920.0,12.0
0,CRC167366,Use Groundwater,Irrigation,Pasture,Spray,210.0,,,
1,CRC167366,Use Groundwater,Dairy Shed (Washdown/Cooling),,,,,,
2,CRC167366,Use Groundwater,Domestic Use,,,,,,
0,CRC042236.2,Use Groundwater,Irrigation,Pasture,Spray,150.0,87.0,22550.0,3.0
0,CRC145630,Use Groundwater,Irrigation,Pasture,Spray,70.0,26.5,25920.0,12.0
0,CRC145016,Use Groundwater,Irrigation,Pasture,Spray,330.0,128.0,,
0,CRC141818,Use Surface Water,Irrigation,Pasture,Spray,50.0,115.0,31243.0,15.0
0,CRC020085.4,Use Groundwater,Irrigation,Pasture,Spray - Gun,100.0,60.0,,
0,CRC042236.2,Use Groundwater,Irrigation,Pasture,Spray,150.0,87.0,22550.0,3.0
0,CRC143128,Use Groundwater,Irrigation,Pasture,Spray,141.0,,,
1,CRC143128,Use Groundwater,Dairy Shed (Washdown/Cooling),,,,,,
2,CRC143128,Use Groundwater,Stockwater,,,,,,
0,CRC145016,Use Groundwater,Irrigation,Pasture,Spray,330.0,128.0,,
0,CRC171437,Use Groundwater,Irrigation,Pasture,Spray,65.0,30.0,,
0,CRC171437,Use Groundwater,Irrigation,Pasture,Spray,65.0,30.0,,
0,CRC145222,Use Groundwater,Irrigation,Pasture,Spray,117.0,24.0,20736.0,10.0
0,CRC982187.1,Use Groundwater,Irrigation,Pasture,Spray,135.0,60.0,5184.0,1.0
0,CRC154022,Use Groundwater,Irrigation,Pasture,Spray,49.0,30.0,2100.0,1.0
0,CRC184672,Use Groundwater,Irrigation,Pasture,Spray - Gun,211.0,70.0,6048.0,1.0
0,CRC154249,Use Groundwater,Irrigation,Pasture,Spray,168.0,90.0,,
0,CRC184652,Use Groundwater,Irrigation,Pasture,Spray - Gun,159.0,70.0,6048.0,1.0
0,CRC184672,Use Groundwater,Irrigation,Pasture,Spray - Gun,211.0,70.0,6048.0,1.0
0,CRC184650,Use Groundwater,Irrigation,Pasture,Spray,77.0,40.0,,
0,CRC184666,Use Groundwater,Irrigation,Pasture,Spray,84.0,65.0,29400.0,7.0
0,CRC184672,Use Groundwater,Irrigation,Pasture,Spray - Gun,211.0,70.0,6048.0,1.0
0,CRC982187.1,Use Groundwater,Irrigation,Pasture,Spray,135.0,60.0,5184.0,1.0
0,CRC962057.1,Use Groundwater,Irrigation,Pasture,Spray,250.0,61.0,4831.0,1.0
0,CRC173695,Use Groundwater,Irrigation,Pasture,Spray,71.04,40.0,,
0,CRC154249,Use Groundwater,Irrigation,Pasture,Spray,168.0,90.0,,
0,CRC153792,Use Groundwater,Irrigation,Pasture,Spray,211.0,120.0,54684.0,7.0
0,CRC152864,Use Groundwater,Irrigation,Vineyard ,Spray,220.0,132.0,153014.0,14.0
0,CRC182156,Use Groundwater,Irrigation,Pasture,Spray,225.0,95.0,,
0,CRC152937,Use Groundwater,Irrigation,Pasture,Spray,180.0,45.0,3888.0,1.0
0,CRC184742,Use Groundwater,Stockwater,,,,4.9,109.0,1.0
0,CRC150970,Use Groundwater,Irrigation,Pasture,Spray,129.0,78.0,48209.0,7.0
0,CRC151660,Use Groundwater,Irrigation,Pasture,Spray,65.0,38.0,22024.0,7.0
0,CRC152937,Use Groundwater,Irrigation,Pasture,Spray,180.0,45.0,3888.0,1.0
0,CRC152172,Use Groundwater,Irrigation,Pasture,Spray,107.0,53.5,,
0,CRC152644,Use Groundwater,Irrigation,Pasture,Spray,280.7,112.0,,
0,CRC151660,Use Groundwater,Irrigation,Pasture,Spray,65.0,38.0,22024.0,7.0
0,CRC153554,Use Groundwater,Irrigation,Pasture,Spray,70.0,41.0,3542.0,1.0
0,CRC152172,Use Groundwater,Irrigation,Pasture,Spray,107.0,53.5,,
0,CRC152644,Use Groundwater,Irrigation,Pasture,Spray,280.7,112.0,,
0,CRC182156,Use Groundwater,Irrigation,Pasture,Spray,225.0,95.0,,
0,CRC146877,Use Groundwater,Irrigation,Pasture,Spray,80.0,6.0,,
0,CRC153973,Use Groundwater,Irrigation,Pasture,Spray,205.0,85.0,,
