X,Y,ConsentNo,ConsentType,ConsentSource,ConsentStatus,FeatureType,ActivityText,FileNo,MaxRate,MaxVolume,ReturnPeriodDays,EffectiveAnnualVolume,FullEffectiveAnnualVolume,ConsentedAnnualVolume,NZTMX,NZTMY
1524924.213,5201060.196,CRC181513,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC181513,9,5443,7,157088,157088,157088,1524924,5201060
1570189.679,5207338.032,CRC020770,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CO6C/18772,12,4032,14,39790,39790,0,1570189,5207338
1572398.89,5208077.713,CRC971120,Water Permit (s14),Renewal,Issued - Active,Water Take/Use,Take Groundwater,CO6C/01053,17,3917,10,34657,34657,0,1572398,5208077
1569909.813,5208547.602,CRC981992,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CO6C/14572,18.9,5783,8,53648,53648,0,1569909,5208547
1570427.592,5207338.026,CRC030884.1,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CO6C/20028,16,207,1,8290,33158,0,1570427,5207338
1571149.299,5206208.42,CRC163560,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC163560,19,21888,30,13136,52543,0,1571149,5206208
1574721.004,5207149.995,CRC012541.1,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CO6C/04390,13.5,2915,5,50208,50208,0,1574721,5207149
1524911.209,5202556.788,CRC181513,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC181513,9,5443,7,157088,157088,157088,1524911,5202556
1574425.085,5206144.373,CRC173669,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC173669,4.9,43,1,15512,15512,15512,1574425,5206144
1538930.995,5176777.81,CRC182833,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC182833,92.5,140454,18,736726,736726,736726,1538930,5176777
1452137.138,5023903.058,CRC180499,Water Permit (s14),Notice of Review,Issued - Active,Water Take/Use,Take Groundwater,CRC180499,10.5,13041,15,121432,121432,0,1452137,5023903
1539090.88,5177792.504,CRC182833,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC182833,92.5,140454,18,736726,736726,736726,1539090,5177792
1538930.995,5176777.81,CRC182833,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC182833,92.5,140454,18,736726,736726,736726,1538930,5176777
1569100.065,5206928.202,CRC152182,Water Permit (s14),Part Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC152182,4.9,4320,20,33530,33530,0,1569100,5206928
1404566.515,5048716.529,CRC135581,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC135581,20,11232,5,0,216000,216000,1404566,5048716
1539090.88,5177792.504,CRC182833,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC182833,92.5,140454,18,736726,736726,736726,1539090,5177792
1409912.49,5036623.694,CRC180501,Water Permit (s14),Notice of Review,Issued - Active,Water Take/Use,Take Groundwater,CRC180501,85.3,,,,,,1409912,5036623
1410478.448,5036762.117,CRC180501,Water Permit (s14),Notice of Review,Issued - Active,Water Take/Use,Take Groundwater,CRC180501,85.3,,,,,,1410478,5036762
1409912.49,5036623.694,CRC180501,Water Permit (s14),Notice of Review,Issued - Active,Water Take/Use,Take Groundwater,CRC180501,4.7,105,1,1020170,1020170,1020170,1409912,5036623
1410478.448,5036762.117,CRC180501,Water Permit (s14),Notice of Review,Issued - Active,Water Take/Use,Take Groundwater,CRC180501,4.7,105,1,1020170,1020170,1020170,1410478,5036762
1556085.593,5204677.237,CRC981250.1,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CO6C/14087,0.5,31,1,4900,4900,0,1556085,5204677
1572881.619,5204358.063,CRC970612,Water Permit (s14),Renewal,Issued - Active,Water Take/Use,Take Groundwater,CO6C/12272,2.3,34,1,5508,5508,0,1572881,5204358
1574788.988,5207465.877,CRC168161,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC168161,22,,,157798,157798,0,1574788,5207465
1568290.238,5193073.253,CRC971617.2,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CO6C/24927,1.3,270,10,5198,5198,0,1568290,5193073
1572224.752,5194762.633,CRC162266,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC162266,45,,,637380,637380,0,1572224,5194762
1569789.695,5199910.737,CRC170283,Water Permit (s14),Part Surrender,Issued - Active,Water Take/Use,Take Groundwater,CRC170283,4.9,3810,12,62024,62024,0,1569789,5199910
1561719.609,5199921.816,CRC991011.1,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CO6C/00597,25,93840,84,236834,236834,0,1561719,5199921
1568506.16,5199004.077,CRC991399.2,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CO6C/25615,2,130,7,1540,1540,0,1568506,5199004
1548220.239,5195139.418,CRC011795,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CO6C/02573,1.5,43,2,3450,3450,0,1548220,5195139
1555801.027,5183012.638,CRC183022,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC183022,5,180,14,15222,15222,0,1555801,5183012
1555801.027,5183012.638,CRC183022,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC183022,5,180,14,15222,15222,0,1555801,5183012
1448858.827,5036029.198,CRC181658,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC181658,3,101,1,23585,23585,23585,1448858,5036029
1448909.773,5036109.237,CRC181658,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC181658,3,101,1,23585,23585,23585,1448909,5036109
1470185.616,5100930.129,CRC175322,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC175322,60,5184,1,526265,526265,526265,1470185,5100930
1469137.049,5134689.257,CRC161129,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC161129,50,29050,7,413714,413714,413714,1469137,5134689
1462878.372,5093798.439,CRC183228,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC183228,14,25502,22,180602,180602,180602,1462878,5093798
1577585.435,5253362.039,CRC158120,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC158120,180,,,1192320,1192320,1192320,1577585,5253362
1576339.245,5253862.103,CRC158120,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC158120,180,,,1192320,1192320,1192320,1576339,5253862
1462781.29,5093782.236,CRC183228,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC183228,14,25502,22,180602,180602,180602,1462781,5093782
1577587.726,5253346.882,CRC162772,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC162772,180,,,194400,194400,194400,1577587,5253346
1576340.108,5253856.679,CRC162772,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC162772,180,,,194400,194400,194400,1576340,5253856
1473810.071,5140319.631,CRC181134,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC181134,4.9,116,1,38140,38140,38140,1473810,5140319
1494219.853,5133734.116,CRC183036,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC183036,13.6,7344,10,77870,77870,77870,1494219,5133734
1450815.907,5065016.505,CRC175710,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC175710,73,6307,1,784000,784000,784000,1450815,5065016
1464807.167,5112805.804,CRC167297,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC167297,27.5,2376,1,285120,285120,285120,1464807,5112805
1457665.414,5074400.103,CRC080842,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CO6C/06758,63,5443,1,610400,610400,610400,1457665,5074400
1454056.361,5038792.385,CRC172252,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC172252,49,27216,7,412298,638315,638315,1454056,5038792
1454303.132,5039089.509,CRC172252,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC172252,49,27216,7,412298,638315,638315,1454303,5039089
1454435.183,5038987.61,CRC172252,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC172252,49,27216,7,412298,638315,638315,1454435,5038987
1530640.633,5163680.129,CRC183057,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC183057,129,1270080,150,1341351,1341351,1341351,1530640,5163680
1570800.356,5187983.182,CRC181149,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC181149,21,,,147060,147060,147060,1570800,5187983
1530639.471,5163681.058,CRC183057,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC183057,129,1270080,150,1341351,1341351,1341351,1530639,5163681
1570947.31,5187397.407,CRC181149,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC181149,21,,,147060,147060,147060,1570947,5187397
1531373.308,5164716.891,CRC183057,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC183057,129,1270080,150,1341351,1341351,1341351,1531373,5164716
1466894.475,5097141.428,CRC992275,Water Permit (s14),Renewal,Issued - Active,Water Take/Use,Take Groundwater,CO6C/15710,38,7652,7,24596,98383,98383,1466894,5097141
1564208.883,5185862.857,CRC980272.1,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CO6C/20328,6.8,785,7,14954,14954,0,1564208,5185862
1467289.309,5097441.538,CRC992275,Water Permit (s14),Renewal,Issued - Active,Water Take/Use,Take Groundwater,CO6C/15710,38,7652,7,24596,98383,98383,1467289,5097441
1447670.607,5101377.788,CRC020492A.1,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CO6C/07303,28,3375,7,0,101250,,1447670,5101377
1547288.049,5180939.971,CRC183407,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC183407,15,432,1,72190,72190,0,1547288,5180939
1574433.015,5203164.476,CRC180867,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC180867,4.5,1265,7,27205,27205,27205,1574433,5203164
1485445.669,5121206.482,CRC183445,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC183445,32,17741,7,318500,318500,0,1485445,5121206
1425358.785,5122105.566,CRC183090,Water Permit (s14),Part Surrender,Issued - Active,Water Take/Use,Take Groundwater,CRC183090,7,7258,12,59172,59172,0,1425358,5122105
1525565.118,5203042.404,CRC158052,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC158052,42,3629,1,448360,448360,448360,1525565,5203042
1525564.128,5203039.829,CRC158052,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC158052,42,3629,1,448360,448360,448360,1525564,5203039
1544051.357,5154205.753,CRC011678,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CO6C/17701,20,795,1,62500,62500,0,1544051,5154205
1544101.345,5154165.773,CRC011678,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CO6C/17701,20,795,1,62500,62500,0,1544101,5154165
1552970.393,5162230.824,CRC162433,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC162433,17,17852,21,72464,72464,0,1552970,5162230
1544021.379,5154105.784,CRC011678,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CO6C/17701,20,795,1,62500,62500,0,1544021,5154105
1543971.392,5154145.764,CRC011678,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CO6C/17701,20,795,1,62500,62500,0,1543971,5154145
1544061.361,5154145.775,CRC011678,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CO6C/17701,20,795,1,62500,62500,0,1544061,5154145
1544021.37,5154185.756,CRC011678,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CO6C/17701,20,795,1,62500,62500,0,1544021,5154185
1500098.246,5122295.124,CRC173387,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC173387,185,85967,7,1046823,1046823,1486833,1500098,5122295
1500714.242,5121732.421,CRC173387,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC173387,185,85967,7,1046823,1046823,1486833,1500714,5121732
1501067.114,5121895.473,CRC173387,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC173387,185,85967,7,1046823,1046823,1486833,1501067,5121895
1500397.152,5122380.181,CRC173387,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC173387,185,85967,7,1046823,1046823,1486833,1500397,5122380
1560883.092,5186185.669,CRC040267.1,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CO6C/28933,10,477,1,173628,173628,0,1560883,5186185
1559603.355,5196382.071,CRC183572,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC183572,4,58,2,4918,4918,0,1559603,5196382
1559567.367,5196347.083,CRC183572,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC183572,4,58,2,4918,4918,0,1559567,5196347
1535576.156,5200779.437,CRC182390,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC182390,90,7776,1,161984,161984,161984,1535576,5200779
1539270.03,5201770.183,CRC182390,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC182390,90,7776,1,161984,161984,161984,1539270,5201770
1468905.614,5107148.813,CRC183640,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC183640,8,4032,7,54363,54363,0,1468905,5107148
1468905.614,5107148.813,CRC183640,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC183640,8,4032,7,54363,54363,0,1468905,5107148
1481057.084,5126461.399,CRC183674,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC183674,50,12960,3,518400,518400,518400,1481057,5126461
1553327.296,5161866.988,CRC183649,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC183649,30,1296,21,6500,6500,0,1553327,5161866
1565192.245,5169342.095,CRC183655,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC183655,6,1820,7,43997,43997,0,1565192,5169342
1564701.598,5206498.419,CRC160231,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC160231,10.3,6237,7,122040,122040,122040,1564701,5206498
1654546.787,5306874.409,CRC030146,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CO6C/15793,12,,,156000,156000,0,1654546,5306874
1557505.082,5170471.185,CRC183582,Water Permit (s14),Part Surrender,Issued - Active,Water Take/Use,Take Groundwater,CRC183582,5,1077.8,7,29071,29071,0,1557505,5170471
1654428.782,5306612.52,CRC001288,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CO6C/15793,30,,,435652,435652,0,1654428,5306612
1506815.046,5148934.056,CRC182851,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC182851,230,19872,1,2247785,2247785,2247785,1506815,5148934
1507411.71,5150097.866,CRC182851,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC182851,230,19872,1,2247785,2247785,2247785,1507411,5150097
1529408.593,5158331.622,CRC183374,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC183374,4.9,,,61555,61555,61555,1529408,5158331
1507697.557,5150619.783,CRC182851,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC182851,230,19872,1,2247785,2247785,2247785,1507697,5150619
1507697.557,5150619.783,CRC182851,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC182851,230,19872,1,2247785,2247785,2247785,1507697,5150619
1507122.873,5149530.96,CRC182851,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC182851,230,19872,1,2247785,2247785,2247785,1507122,5149530
1507079.172,5149572.848,CRC182851,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC182851,230,19872,1,2247785,2247785,2247785,1507079,5149572
1561012.288,5172615.052,CRC183128,Water Permit (s14),Part Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC183128,12.4,1296,1,220515,220515,0,1561122,5172807
1561015.642,5172607.613,CRC183128,Water Permit (s14),Part Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC183128,12.4,1296,1,220515,220515,0,1561015,5172607
1529448.925,5158382.755,CRC183374,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC183374,4.9,,,61555,61555,61555,1529448,5158382
1507234.858,5149451.997,CRC182851,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC182851,230,19872,1,2247785,2247785,2247785,1507234,5149451
1460268.158,5118006.848,CRC183696,Water Permit (s14),Part Surrender,Issued - Active,Water Take/Use,Take Groundwater,CRC183696,4.8,389,1,35059,35059,0,1460268,5118006
1533429.532,5156894.56,CRC154883,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC154883,125,59996,7,885380,885380,885380,1533429,5156894
1469535.346,5142325.51,CRC170400,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC170400,78,47174,7,1353150,1353150,1353150,1469535,5142325
1469396.301,5142653.443,CRC170400,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC170400,78,47174,7,1353150,1353150,1353150,1469396,5142653
1469396.301,5142653.443,CRC170400,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC170400,56,,,,,,1469396,5142653
1533904.414,5156635.701,CRC154883,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC154883,125,59996,7,885380,885380,885380,1533904,5156635
1469535.346,5142325.51,CRC170400,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC170400,56,,,,,,1469535,5142325
1535205.964,5156970.75,CRC154883,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC154883,125,59996,7,885380,885380,885380,1535205,5156970
1533989.358,5156879.633,CRC154883,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC154883,125,59996,7,885380,885380,885380,1533989,5156879
1545188.174,5202019.153,CRC183791,Water Permit (s14),Part Surrender,Issued - Active,Water Take/Use,Take Groundwater,CRC183791,9,8580,21,54245,54245,0,1545188,5202019
1524911.209,5202556.788,CRC181513,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC181513,25,,,,,,1524911,5202556
1524924.213,5201060.196,CRC181513,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC181513,25,,,,,,1524924,5201060
1464680.723,5142796.493,CRC183798,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC183798,9,5216,7,75900,75900,75900,1464680,5142796
1539108.594,5159628.506,CRC144237,Water Permit (s14),Amalgamation,Issued - Active,Water Take/Use,Take Groundwater,CRC144237,5,80,1,1500652,1500652,1500652,1539108,5159628
1464465.355,5116407.223,CRC163140,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC163140,35,,,,,,1464465,5116407
1538722.603,5159023.486,CRC144237,Water Permit (s14),Amalgamation,Issued - Active,Water Take/Use,Take Groundwater,CRC144237,138,,,,,,1538722,5159023
1538722.603,5159023.486,CRC144237,Water Permit (s14),Amalgamation,Issued - Active,Water Take/Use,Take Groundwater,CRC144237,5,80,1,1500652,1500652,1500652,1538722,5159023
1538482.615,5159646.253,CRC144237,Water Permit (s14),Amalgamation,Issued - Active,Water Take/Use,Take Groundwater,CRC144237,138,,,,,,1538482,5159646
1596455.142,5271753.069,CRC172393,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC172393,5,1029,7,0,40540,40540,1596455,5271753
1540207.153,5158686.766,CRC144237,Water Permit (s14),Amalgamation,Issued - Active,Water Take/Use,Take Groundwater,CRC144237,138,,,,,,1540207,5158686
1538732.595,5159072.471,CRC144237,Water Permit (s14),Amalgamation,Issued - Active,Water Take/Use,Take Groundwater,CRC144237,5,80,1,1500652,1500652,1500652,1538732,5159072
1540207.153,5158686.766,CRC144237,Water Permit (s14),Amalgamation,Issued - Active,Water Take/Use,Take Groundwater,CRC144237,5,80,1,1500652,1500652,1500652,1540207,5158686
1539108.594,5159628.506,CRC144237,Water Permit (s14),Amalgamation,Issued - Active,Water Take/Use,Take Groundwater,CRC144237,138,,,,,,1539108,5159628
1544547.972,5180572.947,CRC172478,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC172478,84,21526,7,163200,163200,163200,1544547,5180572
1538732.595,5159072.471,CRC144237,Water Permit (s14),Amalgamation,Issued - Active,Water Take/Use,Take Groundwater,CRC144237,138,,,,,,1538732,5159072
1538482.615,5159646.253,CRC144237,Water Permit (s14),Amalgamation,Issued - Active,Water Take/Use,Take Groundwater,CRC144237,5,80,1,1500652,1500652,1500652,1538482,5159646
1544568.975,5180391.007,CRC172478,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC172478,84,21526,7,163200,163200,163200,1544568,5180391
1575108.976,5230449.586,CRC183820,Water Permit (s14),Part Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC183820,3.1,268,1,41981,41981,41981,1575108,5230449
1474438.903,5123472.164,CRC180805,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC180805,4.9,44983,150,44983,44983,44983,1474438,5123472
1588578.018,5272043.865,CRC091077,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CO6C/25814,30,,,,,,1588578,5272043
1553695.836,5181457.096,CRC183782,Water Permit (s14),Part Surrender,Issued - Active,Water Take/Use,Take Groundwater,CRC183782,8,12701,21,21292,85169,0,1553695,5181457
1552447.734,5160574.378,CRC183813,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC183813,5,4590,20,36816,36816,36816,1552447,5160574
1651617.33,5304076.884,CRC183918,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC183918,36,3110,1,442550,442550,0,1651617,5304076
1553695.836,5181457.096,CRC183782,Water Permit (s14),Part Surrender,Issued - Active,Water Take/Use,Take Groundwater,CRC183782,8,12701,21,21292,85169,0,1553695,5181457
1588578.018,5272043.865,CRC091077,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CO6C/25814,30,,,0,515098,515098,1588578,5272043
1651334.53,5304687.719,CRC183916,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC183916,15,14256,12,190637,190637,0,1651334,5304687
1535686.227,5163955.065,CRC162592,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC162592,20,9072,7,75934,75934,75934,1535686,5163955
1547596.539,5159725.202,CRC010921.1,Water Permit (s14),Notice of Review,Issued - Active,Water Take/Use,Take Groundwater,CO6C/00895,25,18000,15,205560,205560,205560,1547596,5159725
1541554.089,5177966.606,CRC171688,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC171688,16,6451,7,134140,134140,134140,1541554,5177966
1544520.018,5165858.791,CRC183166,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC183166,45,,,,,,1544520,5165858
1544078.297,5166496.546,CRC183166,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC183166,45,,,,,,1544078,5166496
1544062.116,5166493.537,CRC183166,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC183166,45,,,,,,1544062,5166493
1516773.81,5161013.344,CRC990640.2,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC990640.2,155,11160,1,2344810,2344810,2344810,1516773,5161013
1516811.789,5161100.325,CRC990640.2,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC990640.2,155,11160,1,2344810,2344810,2344810,1516811,5161100
1544534.704,5165845.67,CRC183166,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC183166,45,,,,,,1544534,5165845
1518506.309,5150110.385,CRC157327,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC157327,76,6566,1,1244288,1244288,1244288,1518506,5150110
1518532.768,5148456.736,CRC157327,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC157327,76,6566,1,1244288,1244288,1244288,1518532,5148456
1518532.768,5150103.77,CRC157327,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC157327,76,6566,1,1244288,1244288,1244288,1518532,5150103
1559345.992,5162490.287,CRC183206,Water Permit (s14),Part Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC183206,27.3,238828,150,297497,297497,297497,1559345,5162490
1559369.064,5161538.649,CRC183207,Water Permit (s14),Part Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC183207,14.8,140000,150,140000,140000,140000,1559369,5161538
1400616.607,5052277.538,CRC184004,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC184004,30,21600,10,0,341505,0,1400616,5052277
1518542.035,5148481.138,CRC157327,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC157327,76,6566,1,1244288,1244288,1244288,1518542,5148481
1518555.988,5150097.281,CRC157327,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC157327,76,6566,1,1244288,1244288,1244288,1518555,5150097
1559368.096,5161158.794,CRC183206,Water Permit (s14),Part Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC183206,27.3,238828,150,297497,297497,297497,1559368,5161158
1480755.376,5138513.331,CRC162600,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC162600,245,,,,,,1480755,5138513
1456415.6,5085049.434,CRC183938,Water Permit (s14),Part Surrender,Issued - Active,Water Take/Use,Take Groundwater,CRC183938,5,1512,7,32400,32400,0,1456415,5085049
1483193.307,5136873.119,CRC162600,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC162600,245,,,,,,1483193,5136873
1569312.851,5193871.962,CRC183948,Water Permit (s14),Part Surrender,Issued - Active,Water Take/Use,Take Groundwater,CRC183948,4.9,1080,7,28508,28508,0,1569312,5193871
1481511.138,5139057.399,CRC162600,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC162600,245,,,,,,1481511,5139057
1456415.6,5085049.434,CRC183938,Water Permit (s14),Part Surrender,Issued - Active,Water Take/Use,Take Groundwater,CRC183938,5,1512,7,32400,32400,0,1456415,5085049
1472249.513,5104858.351,CRC165524,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC165524,16,1382,1,149350,149350,149350,1472249,5104858
