X,Y,ConsentNo,ConsentType,ConsentSource,ConsentStatus,FeatureType,ActivityText,FileNo,MaxRate,MaxVolume,ReturnPeriodDays,EffectiveAnnualVolume,FullEffectiveAnnualVolume,ConsentedAnnualVolume,NZTMX,NZTMY
1453893.108,5043801.626,CRC172420,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC172420,10,194,1,67410,67410,67410,1453893,5043801
1536555.031,5182442.607,CRC182828,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC182828,99,94092,12,1088080,1088080,1088080,1536555,5182442
1536555.031,5182442.607,CRC182828,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC182828,99,94092,12,1088080,1088080,1088080,1536555,5182442
1554051.321,5170784.841,CRC175487,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC175487,10,2016,7,45500,45500,0,1554051,5170784
1570640.485,5184621.459,CRC153780,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC153780,10,,,36676,36676,36676,1570640,5184621
1570742.446,5184641.453,CRC153780,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC153780,10,,,36676,36676,36676,1570742,5184641
1486960.144,5134466.365,CRC121700,Water Permit (s14),Part Transfer Site2Site (-),Issued - s124 Continuance,Water Take/Use,Take Groundwater,CO6C/32113,85,,,352320,352320,704640,1486960,5134466
1487582.996,5134603.477,CRC121700,Water Permit (s14),Part Transfer Site2Site (-),Issued - s124 Continuance,Water Take/Use,Take Groundwater,CO6C/32113,85,,,352320,352320,704640,1487582,5134603
1486033.729,5120574.761,CRC191303,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC191303,4.3,750,5,4669.5,18678,18678,1486033,5120574
1538501.342,5172369.225,CRC169671,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC169671,69,34900,7,427016,427016,427016,1538501,5172369
1539751.622,5141038.791,CRC082523.1,Water Permit (s14),Full Transfer,Issued - s124 Continuance,Water Take/Use,Take Groundwater,CO6C/29005,10,550,1,47615,47615,47615,1539751,5141038
1538295.207,5172380.205,CRC169671,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC169671,69,34900,7,427016,427016,427016,1538295,5172380
1527325.518,5164570.515,CRC130150,Water Permit (s14),Part Transfer Site2Site (W),Issued - Active,Water Take/Use,Take Groundwater,CO6C/32957,12,,,80000,80000,80000,1527325,5164570
1620769.962,5270817.441,CRC144502,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC144502,163,,,0,1979877,1979877,1620769,5270817
1620604.027,5270831.457,CRC144502,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC144502,163,,,0,1979877,1979877,1620604,5270831
1484649.241,5151920.838,CRC193790,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC193790,42,25402,7,343474,343474,343474,1484649,5151920
1620604.027,5270831.457,CRC144653,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC144653,119,,,0,1425000,1425000,1620604,5270831
1456143.88,5116792.724,CRC181652,Water Permit (s14),New Consent,Application on Hold,Water Take/Use,Take Groundwater,CRC181652,5,3024,7,12787.5,12787.5,51150,1456143,5116792
1585414.649,5235895.065,CRC163168,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC163168,23,1987,1,271795,271795,271795,1585414,5235895
1481172.119,5112005.965,CRC181416,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC181416,40,3456,1,373260,373260,373260,1481172,5112005
1428751.355,5110907.065,CRC992334.1,Water Permit (s14),Notice of Review,Issued - Active,Water Take/Use,Take Groundwater,CO6C/14839,33.2,,,112500,450000,0,1428751,5110907
1550582.366,5173512.656,CRC193859,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC193859,70,,,,,,1550582,5173512
1562142.862,5179708.05,CRC011017,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CO6C/720,45,1944,1,707616,707616,0,1562142,5179708
1430111.436,5110807.519,CRC992334.1,Water Permit (s14),Notice of Review,Issued - Active,Water Take/Use,Take Groundwater,CO6C/14839,33.2,,,112500,450000,0,1430111,5110807
1460131.715,5090975.461,CRC181901,Water Permit (s14),Part Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC181901,22.7,12157,7,260507,260507,0,1460131,5090975
1502177.135,5155449.817,CRC185824,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC185824,60,57024,11,607427,607427,0,1502177,5155449
1551088.279,5172200.142,CRC193859,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC193859,70,,,,,,1551088,5172200
1550582.366,5173512.656,CRC193859,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC193859,52.8,4562,1,739500,739500,739500,1550582,5173512
1519178.026,5162300.276,CRC155355,Water Permit (s14),Change in Conditions,Issued - s124 Continuance,Water Take/Use,Take Groundwater,CRC155355,134,68971,7,,,,1519178,5162300
1582481.379,5265104.954,CRC011132.1,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CO6C/26428,16,11520,10,0,167719,0,1582481,5265104
1578642.129,5259514.271,CRC103481.1,Water Permit (s14),Full Transfer,Issued - s124 Continuance,Water Take/Use,Take Groundwater,CO6C/32327,155.1,,,1268110,1268110,1268110,1578642,5259514
1468674.234,5105430.967,CRC041317.1,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CO6C/20877,35,,,0,320671,0,1468674,5105430
1468651.265,5105350.97,CRC041317.1,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CO6C/20877,35,,,0,320671,0,1468651,5105350
1542932.09,5151315.626,CRC001291.2,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CO6C/20138,26,,,48438,193752,193752,1542932,5151315
1569780.954,5179936.231,CRC182047,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC182047,20,1720,1,,,,1569780,5179936
1569733.825,5179820.894,CRC182047,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC182047,20,1720,1,,,,1569733,5179820
1519119.283,5140327.475,CRC060091,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CO6C/20950,68,5364,1,1085750,1085750,1085750,1519119,5140327
1551088.279,5172200.142,CRC193859,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC193859,52.8,4562,1,739500,739500,739500,1551088,5172200
1519428.345,5139498.773,CRC154386,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC154386,68,118483,22,781199,781199,0,1519428,5139498
1468034.717,5104289.899,CRC093142,Water Permit (s14),New Consent,Issued - s124 Continuance,Water Take/Use,Take Groundwater,CO6C/29607,12.4,6652,7,84736,84736,84736,1468034,5104289
1549893.361,5180029.64,CRC192996,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC192996,26,2153,1,322950,322950,322950,1549880,5180037
1482679.641,5135729.204,CRC122665,Water Permit (s14),Full Transfer Site2Site,Issued - s124 Continuance,Water Take/Use,Take Groundwater,CO6C/18843,48,3974,1,112113,112113,224225,1482679,5135729
1522056.058,5174927.109,CRC031286.4,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CO6C/29594,120,,,889150,889150,889150,1522056,5174927
1465283.372,5130249.961,CRC194383,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC194383,45,3888,1,173664,173664,173664,1465283,5130249
1577275.678,5260217.165,CRC103481.1,Water Permit (s14),Full Transfer,Issued - s124 Continuance,Water Take/Use,Take Groundwater,CO6C/32327,155.1,,,1268110,1268110,1268110,1577275,5260217
1522843.919,5173959.436,CRC031286.4,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CO6C/29594,120,,,889150,889150,889150,1522843,5173959
1469291.199,5105291.198,CRC962378.2,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CO6C/11753,90,123122,18,536000,536000,536000,1469291,5105291
1485383.725,5121043.496,CRC183447,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC183447,30,12960,10,195000,195000,0,1485383,5121043
1468987.985,5106029.993,CRC962378.2,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CO6C/11753,90,123122,18,536000,536000,536000,1468987,5106029
1518608.152,5162529.149,CRC155355,Water Permit (s14),Change in Conditions,Issued - s124 Continuance,Water Take/Use,Take Groundwater,CRC155355,134,68971,7,,,,1518608,5162529
1469296.176,5105355.191,CRC962378.2,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CO6C/11753,90,123122,18,536000,536000,536000,1469296,5105355
1498501.577,5130741.742,CRC181962,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC181962,61,461160,150,651773,651773,651773,1498501,5130741
1578209.345,5260152.096,CRC103481.1,Water Permit (s14),Full Transfer,Issued - s124 Continuance,Water Take/Use,Take Groundwater,CO6C/32327,155.1,,,1268110,1268110,1268110,1578209,5260152
1558523.727,5199021.154,CRC982063.2,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CO6C/18446,22,238,1,30070,30070,0,1558523,5199021
1528691.344,5154023.858,CRC021547.1,Water Permit (s14),Notice of Review,Issued - Active,Water Take/Use,Take Groundwater,CO6C/18667,130.4,,,1338355,1338355,1338355,1528691,5154023
1528456.427,5153923.857,CRC021547.1,Water Permit (s14),Notice of Review,Issued - Active,Water Take/Use,Take Groundwater,CO6C/18667,130.4,,,1338355,1338355,1338355,1528456,5153923
1570042.646,5191226.879,CRC173807,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC173807,18.6,,,106200,106200,106200,1570042,5191226
1570476.432,5191611.811,CRC173807,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC173807,18.6,,,106200,106200,106200,1570476,5191611
1570048.597,5191226.952,CRC173807,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC173807,18.6,,,106200,106200,106200,1570048,5191226
1542170.883,5164931.885,CRC952586,Water Permit (s14),Renewal,Issued - Active,Water Take/Use,Take Groundwater,CO6C/09156,26.5,1717,1,295078,295078,0,1542170,5164931
1480621.97,5151720.209,CRC180636,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC180636,195.1,,,640012.5,640012.5,1280025,1480621,5151720
1481434.774,5152094.284,CRC180636,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC180636,195.1,,,640012.5,640012.5,1280025,1481434,5152094
1481037.83,5152158.208,CRC180636,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC180636,195.1,,,640012.5,640012.5,1280025,1481037,5152158
1481240.192,5152079.354,CRC180636,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC180636,195.1,,,640012.5,640012.5,1280025,1481240,5152079
1486787.187,5125684.624,CRC131520,Water Permit (s14),Part Transfer Site2Site (W),Issued - Active,Water Take/Use,Take Groundwater,CRC131520,33.8,47520,12,,,,1486787,5125684
1473438.422,5118485.616,CRC184888,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC184888,53,62160,12,258311.6,258311.6,258311.6,1473438,5118485
1486792.249,5125672.983,CRC131520,Water Permit (s14),Part Transfer Site2Site (W),Issued - Active,Water Take/Use,Take Groundwater,CRC131520,33.8,47520,12,,,,1486792,5125672
1486792.249,5125672.983,CRC131520,Water Permit (s14),Part Transfer Site2Site (W),Issued - Active,Water Take/Use,Take Groundwater,CRC131520,47.3,84672,14,615916,615916,615916,1486792,5125672
1473874.565,5117764.846,CRC184888,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC184888,53,62160,12,258311.6,258311.6,258311.6,1473874,5117764
1486787.187,5125684.624,CRC131520,Water Permit (s14),Part Transfer Site2Site (W),Issued - Active,Water Take/Use,Take Groundwater,CRC131520,47.3,84672,14,615916,615916,615916,1486787,5125684
1529882.127,5205276.825,CRC147547,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC147547,20,24840,15,245940,245940,245940,1529882,5205276
1528863.108,5205548.995,CRC970776,Water Permit (s14),Renewal,Issued - Active,Water Take/Use,Take Groundwater,CO6C/01970,17,1408,1,245940,245940,0,1528863,5205548
1569628.811,5154438.163,CRC176325,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC176325,45,,,493818,493818,493818,1569628,5154438
1570537.124,5155336.112,CRC176325,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC176325,45,,,493818,493818,493818,1570537,5155336
1455838.182,5073231.319,CRC173034,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC173034,70,,,599985,599985,599985,1455838,5073231
1542034.632,5167401.358,CRC183034,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC183034,160,,,768063,768063,768063,1542034,5167401
1589177.487,5271596.805,CRC172123,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC172123,4,120.4,1,40058,40058,40058,1589177,5271596
1542138.686,5167262.112,CRC183034,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC183034,160,,,768063,768063,768063,1542138,5167262
1541830.821,5166861.216,CRC183034,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC183034,160,,,768063,768063,768063,1541830,5166861
1589174.751,5271593.956,CRC172123,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC172123,4,120.4,1,40058,40058,40058,1589174,5271593
1490758.452,5121833.777,CRC193739,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC193739,,370202,365,370202,370202,370202,1490758,5121833
1545479.111,5173309.376,CRC062825.2,Water Permit (s14),Change in Conditions,Issued - s124 Continuance,Water Take/Use,Take Groundwater,CO6C/32683,60,,,,,,1545479,5173309
1541830.821,5166861.216,CRC184915,Water Permit (s14),Part Transfer Site2Site (W),Issued - s124 Continuance,Water Take/Use,Take Groundwater,CRC184915,160,,,,,,1541830,5166861
1542138.686,5167262.112,CRC184915,Water Permit (s14),Part Transfer Site2Site (W),Issued - s124 Continuance,Water Take/Use,Take Groundwater,CRC184915,160,,,,,,1542138,5167262
1492332.431,5137558.915,CRC050987,Water Permit (s14),New Consent,Issued - s124 Continuance,Water Take/Use,Take Groundwater,CO6C/22287,11.2,6492,7,33453,33453,66906,1492332,5137558
1546497.701,5174332.108,CRC062825.2,Water Permit (s14),Change in Conditions,Issued - s124 Continuance,Water Take/Use,Take Groundwater,CO6C/32683,60,,,,,,1546497,5174332
1461974.03,5108325.913,CRC155368,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC155368,19,,,0,125613,125613,1461974,5108325
1462144.687,5108810.102,CRC155368,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC155368,19,,,0,125613,125613,1462144,5108810
1462168.5,5109143.477,CRC155368,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC155368,19,,,0,125613,125613,1462168,5109143
1462144.687,5108829.945,CRC155368,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC155368,19,,,0,125613,125613,1462144,5108829
1461977.999,5108333.851,CRC155368,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC155368,19,,,0,125613,125613,1461977,5108333
1462164.531,5109143.477,CRC155368,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC155368,19,,,0,125613,125613,1462164,5109143
1462156.593,5108841.852,CRC155368,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC155368,19,,,0,125613,125613,1462156,5108841
1462421.747,5109195.634,CRC155368,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC155368,19,,,0,125613,125613,1462421,5109195
1583146.555,5222799.902,CRC175205,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC175205,45.2,25401.6,7,972000,972000,972000,1583146,5222799
1582906.647,5222841.899,CRC175205,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC175205,29.8,,,,,,1582906,5222841
1583146.555,5222799.902,CRC175205,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC175205,29.8,,,,,,1583146,5222799
1582906.647,5222841.899,CRC175205,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC175205,45.2,25401.6,7,972000,972000,972000,1582906,5222841
1490912.899,5132118.709,CRC181329,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC181329,240,108864,7,1648640,1648640,1648640,1490912,5132118
1490343.04,5131999.602,CRC181329,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC181329,240,108864,7,1648640,1648640,1648640,1490343,5131999
1490081.956,5132602.423,CRC181329,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC181329,240,108864,7,1648640,1648640,1648640,1490081,5132602
1463522.796,5118103.794,CRC191408,Water Permit (s14),New Consent,Issued - Inactive,Water Take/Use,Take Groundwater,CRC191408,26,,,250535,250535,250535,1463522,5118103
1569811.952,5179630.349,CRC000331,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CO6C/11423,5,175,1,26250,26250,0,1569811,5179630
1462250.97,5092232.198,CRC143907,Water Permit (s14),Change in Conditions,Issued - s124 Continuance,Water Take/Use,Take Groundwater,CRC143907,92.1,,,906681,906681,906681,1462250,5092232
1462476.812,5092560.253,CRC143907,Water Permit (s14),Change in Conditions,Issued - s124 Continuance,Water Take/Use,Take Groundwater,CRC143907,92.1,,,906681,906681,906681,1462476,5092560
1463362.351,5093455.508,CRC143907,Water Permit (s14),Change in Conditions,Issued - s124 Continuance,Water Take/Use,Take Groundwater,CRC143907,92.1,,,906681,906681,906681,1463362,5093455
1462742.866,5092348.385,CRC143907,Water Permit (s14),Change in Conditions,Issued - s124 Continuance,Water Take/Use,Take Groundwater,CRC143907,92.1,,,906681,906681,906681,1462742,5092348
1462384.689,5092894.178,CRC143907,Water Permit (s14),Change in Conditions,Issued - s124 Continuance,Water Take/Use,Take Groundwater,CRC143907,92.1,,,906681,906681,906681,1462384,5092894
1462428.196,5091619.34,CRC143907,Water Permit (s14),Change in Conditions,Issued - s124 Continuance,Water Take/Use,Take Groundwater,CRC143907,92.1,,,906681,906681,906681,1462428,5091619
1462634.069,5091874.395,CRC143907,Water Permit (s14),Change in Conditions,Issued - s124 Continuance,Water Take/Use,Take Groundwater,CRC143907,92.1,,,906681,906681,906681,1462634,5091874
1462882.617,5092929.375,CRC143907,Water Permit (s14),Change in Conditions,Issued - s124 Continuance,Water Take/Use,Take Groundwater,CRC143907,92.1,,,906681,906681,906681,1462882,5092929
1461639.742,5092973.867,CRC143907,Water Permit (s14),Change in Conditions,Issued - s124 Continuance,Water Take/Use,Take Groundwater,CRC143907,92.1,,,906681,906681,906681,1461639,5092973
1463002.346,5093575.349,CRC143907,Water Permit (s14),Change in Conditions,Issued - s124 Continuance,Water Take/Use,Take Groundwater,CRC143907,92.1,,,906681,906681,906681,1463002,5093575
1463360.974,5090837.167,CRC192633,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC192633,25,2160,1,219756,219756,219756,1463360,5090837
1463292.238,5091264.737,CRC192633,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC192633,25,2160,1,219756,219756,219756,1463292,5091264
1489008.362,5148462.627,CRC157761,Water Permit (s14),Full Transfer Site2Site,Issued - s124 Continuance,Water Take/Use,Take Groundwater,CRC157761,130,,,529278,529278,1058556,1489008,5148462
1489420.879,5148566.335,CRC157761,Water Permit (s14),Full Transfer Site2Site,Issued - s124 Continuance,Water Take/Use,Take Groundwater,CRC157761,130,,,529278,529278,1058556,1489420,5148566
1489113.052,5148293.266,CRC157761,Water Permit (s14),Full Transfer Site2Site,Issued - s124 Continuance,Water Take/Use,Take Groundwater,CRC157761,130,,,529278,529278,1058556,1489113,5148293
1498257.961,5125147.978,CRC176357,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC176357,30,13305,7,225576,225576,225576,1498257,5125147
1521625.097,5202589.737,CRC185675,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC185675,80,6912,1,444675,444675,444675,1521625,5202589
1521415.153,5202609.729,CRC185675,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC185675,80,6912,1,444675,444675,444675,1521415,5202609
1507615.153,5127080.703,CRC166685,Water Permit (s14),Change in Conditions,Issued - s124 Continuance,Water Take/Use,Take Groundwater,CRC166685,91,21300,7,159750,159750,319500,1507615,5127080
1383827.344,5106916.243,CRC192164,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC192164,2.4,,,73698,73698,73698,1383827,5106916
1561893.713,5186578.55,CRC950485.1,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CO6C/01241,23,1987,1,338290,338290,0,1561893,5186578
1495954.955,5119471.689,CRC181325,Water Permit (s14),Part Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC181325,65,5616,1,309426,309426,1407616,1495954,5119471
1497489.871,5118474.34,CRC190632,Water Permit (s14),Part Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC190632,160,13824,1,1011400,1011400,1011400,1497489,5118474
1495654.17,5118926.731,CRC181325,Water Permit (s14),Part Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC181325,65,5616,1,309426,309426,1407616,1495654,5118926
1495654.17,5118926.731,CRC181325,Water Permit (s14),Part Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC181325,180,15552,1,1098190,1098190,1407616,1495654,5118926
1495954.955,5119471.689,CRC181325,Water Permit (s14),Part Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC181325,180,15552,1,1098190,1098190,1407616,1495954,5119471
1496598.769,5119615.831,CRC181325,Water Permit (s14),Part Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC181325,65,5616,1,309426,309426,1407616,1496598,5119615
1497337.976,5118220.358,CRC190632,Water Permit (s14),Part Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC190632,160,13824,1,1011400,1011400,1011400,1497337,5118220
1496598.769,5119615.831,CRC181325,Water Permit (s14),Part Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC181325,180,15552,1,1098190,1098190,1407616,1496598,5119615
1497961.637,5118931.361,CRC190632,Water Permit (s14),Part Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC190632,160,13824,1,1011400,1011400,1011400,1497961,5118931
1496387.203,5118194.102,CRC181325,Water Permit (s14),Part Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC181325,65,5616,1,309426,309426,1407616,1496387,5118194
1496387.203,5118194.102,CRC181325,Water Permit (s14),Part Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC181325,180,15552,1,1098190,1098190,1407616,1496387,5118194
1529455.054,5174048.938,CRC152717,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC152717,80,,,911167,911167,911167,1529455,5174048
1459648.735,5088637.499,CRC960336,Water Permit (s14),Renewal,Issued - Active,Water Take/Use,Take Groundwater,CO6C/09673,7.5,648,2,47068,47068,0,1459648,5088637
1529973.722,5174247.822,CRC152717,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC152717,80,,,911167,911167,911167,1529973,5174247
1529455.219,5174048.971,CRC152717,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC152717,80,,,911167,911167,911167,1529455,5174048
1529454.326,5174054.504,CRC152717,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC152717,80,,,911167,911167,911167,1529454,5174054
1473932.856,5117835.382,CRC184888,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC184888,53,62160,12,258311.6,258311.6,258311.6,1473932,5117835
1464597.676,5125355.317,CRC193642,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC193642,34.6,,,271405,271405,0,1464597,5125355
1545389.502,5157776.654,CRC010810.1,Water Permit (s14),Notice of Review,Issued - Active,Water Take/Use,Take Groundwater,CO6C/17302,22,15552,12,172107,172107,172107,1545389,5157776
1463681.775,5125357.076,CRC193642,Water Permit (s14),Full Transfer,Issued - Active,Water Take/Use,Take Groundwater,CRC193642,34.6,,,271405,271405,0,1463681,5125357
1579469.688,5218419.695,CRC183584,Water Permit (s14),Change in Conditions,Issued - Active,Water Take/Use,Take Groundwater,CRC183584,4.5,130,1,6450,25920,25920,1579469,5218419
1450759.044,5094609.329,CRC156988,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC156988,24,4950,1,320503,320503,320503,1450759,5094609
1445366.848,5048680.722,CRC191815,Water Permit (s14),New Consent,Issued - Active,Water Take/Use,Take Groundwater,CRC191815,40,19530,7,363180,363180,363180,1445366,5048680
1508347.109,5126588.073,CRC051943.1,Water Permit (s14),Full Transfer Site2Site,Issued - s124 Continuance,Water Take/Use,Take Groundwater,CO6C/24420,35,,,372400,372400,744800,1508347,5126588
1507776.887,5128187.514,CRC051943.1,Water Permit (s14),Full Transfer Site2Site,Issued - s124 Continuance,Water Take/Use,Take Groundwater,CO6C/24420,35,,,372400,372400,744800,1507776,5128187
1495416.841,5125704.315,CRC050473.1,Water Permit (s14),Change in Conditions,Issued - s124 Continuance,Water Take/Use,Take Groundwater,CO6C/10139,80,63360,10,272250,272250,544500,1495416,5125704
1480537.442,5158756.529,CRC156174,Water Permit (s14),Part Transfer Site2Site (W),Issued - s124 Continuance,Water Take/Use,Take Groundwater,CRC156174,28,29030,12,142453,142453,148180,1480537,5158756
1520470.072,5168109.827,CRC040112.1,Water Permit (s14),Change in Conditions,Issued - s124 Continuance,Water Take/Use,Take Groundwater,CO6C/20642,143.8,,,,,,1520470,5168109
1437669.474,5085351.022,CRC144717,Water Permit (s14),Change in Conditions,Issued - s124 Continuance,Water Take/Use,Take Groundwater,CRC144717,95,,,726150,726150,726150,1437669,5085351
1437707.473,5085353.039,CRC144717,Water Permit (s14),Change in Conditions,Issued - s124 Continuance,Water Take/Use,Take Groundwater,CRC144717,95,,,726150,726150,726150,1437707,5085353
1495992.161,5122446.021,CRC052262,Water Permit (s14),Renewal,Issued - s124 Continuance,Water Take/Use,Take Groundwater,CO6C/23023,93,,,534590,534590,1069180,1495992,5122446
1437720.301,5085365.273,CRC144717,Water Permit (s14),Change in Conditions,Issued - s124 Continuance,Water Take/Use,Take Groundwater,CRC144717,95,,,726150,726150,726150,1437720,5085365
1437627.697,5085358.658,CRC144717,Water Permit (s14),Change in Conditions,Issued - s124 Continuance,Water Take/Use,Take Groundwater,CRC144717,95,,,726150,726150,726150,1437627,5085358
